id,俄语
41676,"Пожалуйста, выберите питомца, который отправится в приключение"
41677,Он достиг высшего этапа
41678,Вернулся
41679,Нагрузка
41680,Выносливость
41681,Требование умения:
41682,"Пожалуйста, выберите питомца"
41683,По крайней мере возьмите одну пищу перед отъездом
41684,Не удовлетворяет требованиям умения / предмета для приключений. Невозможно начать
41685,Следующий этап: @1
41686,Вес: @1 / каждый
41687,Нагрузка на питомца:@1/@2
41688,"Пища слишком тяжелая, питомец не может взять с собой"
41689,Недостаточный уровень Дома. Невозможно начать приключения
41690,Невозможно начать приключения. Необходимо выполнить приключения других карт
41691,"Пожалуйста, выберите материал для обучения"
41692,"Питомца в состоянии следования невозможно выпустить на волю. Пожалуйста, отмените призывание"
41693,Подарок питомца
41694,Успешно призван питомец @1. Питомец в состоянии следования не может принять участие в приключениях
41695,Может дать @1 энергии приключения и @2 веса
41696,@1 питомец
41697,Приключенческий вызов
41698,Иметь больше шансов пройти при достижении @1 способности
41699,Приключенческий вызов выполнен! Получите награду
41700,Энергия: @1 /каждый
41701,"Мы только занимаемся малым бизнесом, поэтому не торгуйтесь с нами. Поверьте, мои цены, безусловно, справедливы!"
41702,"Мои цены выше, чем у обычных торговцев. Продайте мне Ваш товар, и Вы не пожалеете об этом!"
41703,"Пожалуйста, оставьте Ваш товар мне! Я знаю отличное место для продажи, Вы получите хорошую цену."
41704,"Хотя не столь щедрый как Дарвин, но я также могу предложить разумные цены. Так что, сделка?"
41705,"Вы не найдете цену выше, чем то, что я могу предложить! Сейчас или никогда!"
41730,@Null@
41750,Жаростойкий
41751,"Хорошая способность рассеивания тепла, почти не теряет воду. Можно проходить через жаркую местность"
41752,Холодостойкий
41753,Рожденный не боится холода. Можно проходить через холодную местность
41754,Летать
41755,"Легкое тело, рожденный со способностью летать. Можно перепрыгивать через горные потоки"
41756,Копание
41757,Мощный и сильный. Можно раздолбить твердые породы
41758,Дайвинг
41759,Свободный в воде.Можно проходить через воды
41760,Нагрузка 1
41761,Нагрузка 2
41762,"Физически сильный, рожден с бонусным атрибутом переносе веса. Можно брать с собой больше вещей для приключений"
41763,Скорость 1
41764,Скорость 2
41765,"Физически проворный, рожден с бонусным атрибутом скорости. Можно тратить меньше времени на передвижение во время приключений"
41766,Выносливость 1
41767,Выносливость 2
41768,"Физически сильный, рожден с бонусным атрибутом выносливости. Можно потреблять меньше еды во время приключений"
41769,Опыт
41770,Способность быстро учиться. Можно получать больше опыта во время приключений
41771,Очки умений 1
41772,Очки умений 2
41773,"Превосходное общее качество, дает бонусные очки умения"
41774,Дух авантюризма
41775,"Рожденный авантюрист. Даже если он столкнется с ситуацией, где проявит недостаточные способности, во время приключений, он сможет пройти испытание"
41800,0
41801,Возвышенность
41802,Побережье
41803,Шахта
41804,Плавающий остров
41805,Вы сегодня возьмете с собой домашних животных на прогулку?
41806,Ваш питомец находится в приключении
41807,"Ваш питомец завершил приключение. Привет! Взгляните, что это принесло."
41808,Получены приключенческие материалы:
41809,Ожидаемое время приключения\n @ 1: @ 2: @ 3
41810,Пищевая энергия: @ 1
41811,"Добавьте больше еды, текущего приключения недостаточно, чтобы добраться до первого узла."
41812,"% ... & * @ (Тск, почти получилось! Если только значение способности немного выше.)"
41813,"¥% ~~~ @ # @ ¥ *% * # ¥ ... (так голоден ~~~, чтобы продолжить приключение.)"
41814,"Пожалуйста, выберите @ 1 вид еды"
41815,рюкзак для еды
41816,"Пожалуйста, выберите количество"
41817,Выбрано: @ 1
41818,"Приготовленная еда определяет, как далеко вы можете отправиться в путешествие."
41819,"Текущий запас корма позволяет домашним животным проходить @ 1% пути, минимально очищая узел @ 2."
41820,& *! * ...%! (Ах да! Очищено!)
41821,"Пожалуйста, выберите сумму вычета"
41850,@Null@
41851,Еще нет питомца. Перейдите к Дому и приобретите
41852,Перейти к Дому
41853,Перейти в магазин
41854,Вызванный
41855,В ходе приключений
41856,Скоро выйдете из текущей карты и перейдете к своему Дому
41857,Успешно отменено призывание. Питомец уже вернулся в дом питомца в Доме
41858,"Нажмите, чтобы отменить призывание"
41859,Еще нет маунта. Приобретите новый маунт в магазине
41860,Скоро выйдете из текущей карты и перейдете к своему Дому (Внимание: Выход хоста из комнаты выкинет всех других игроков)
41861,0
41862,0
41863,0
41900,0
41901,0
41902,0
41903,0
41904,0
41905,0
41906,0
41907,0
41908,"Демонтировать, чтобы получить"
41909,Количество копий
42000,0
42001,#cfa7a0f @1 #n Пригласить тебя в свой Дом
42002,Дом @1
42003,@1 @2
42004,Доступно каждому
42005,Доступно только для друзьям
42006,Доступно только себе
42007,Доступно после ввода пароля
42008,Пароль к гардеробу
42009,"Введите 4-значный пароль, чтобы открыть"
42010,"Домовладелец настроил разрешение на общей доступ к шкафу. Пожалуйста, попросите домовладельца включить разрешение на использование"
42011,В Доме еще нет питомца. Пусть домовладелец перейдет в магазин и приобретет
42012,Делиться гардеробом
42013,Некоторые DIY скины не имеются. После выхода из Дома скины восстановятся. Купить и сохранить скины?
42014,Разрешение на взаимодействие
42015,Успешно надет. Сохранить текущий скин?
42016,Текущий используемый скин не сохранен. После выхода из Дома скины восстановятся. Купить и сохранить?
42300,0
42301,Конфигурация задач не существует
42302,Задача не может быть принята
42303,Задача не принята
42304,Задача не завершена
42305,Награда за задание не получена
42306,Задача завершена
42307,Награда за задание получена
42308,Общий код ошибки задачи
42309,Руководство
42310,В руководстве
43000,"Продавайте семена, учите сельскому хозяйству!"
43001,"Здравствуйте, что нужно знать о ферме?\n Кстати, не забудьте вспахать землю мотыгой перед тем, как сажать семена."
43002,магазин
43003,Я хочу переработать удобрения
43004,Хочу увеличить верхнюю границу сельхозугодий.
43005,"Я продаю самые доступные семена, все на ваше усмотрение."
43006,"Я могу взять с собой любой излишек урожая, будьте уверены, и цена будет абсолютно справедливой."
43007,"Хотите быстрее выращивать урожай, без удобрений не обойтись. Скорость роста увеличится после использования удобрений."
43008,"Пока ваш домашний уровень достигает # cfa7a0f @ 1 #n, я могу научить вас, как расширять больше сельскохозяйственных угодий. Конечно, за это нужно платить."
43009,Вы хотите развести животное?\n Расширение - не проблема!
43010,"Привет, дружище! Любой запрос сделать?"
43011,магазин
43012,Вы можете помочь мне обработать корм?
43013,Я хочу расширить свое ранчо
43014,Вы хотите купить яйцо существа? Просто выберите что угодно.
43015,"Не волнуйтесь, мои ставки указаны по рыночной цене, будьте уверены."
43016,"Хорошие корма помогают животным расти, приходите ко мне перерабатывать корм, гарантированно, что он лучше, чем прямой корм."
43017,"Пока ваш домашний уровень достигает # cfa7a0f @ 1 #n, вы можете найти меня, чтобы расширить ранчо! Что касается гонораров, надеюсь, вы понимаете, что строительную бригаду накормить непросто, не так ли?"
43018,"Пожалуйста, используйте плиту для приготовления ~\n излишков урожая можно продать мне."
43019,"Привет ~ Я очень рад, что вы посетили мой скромный магазин. Вам что-нибудь нужно?\n Если вы хотите приготовить еду, пожалуйста, поставьте рядом со мной плиту ~"
43020,магазин
43021,Есть ли сегодня новый рецепт?
43022,"Чтобы приготовить хорошее блюдо, необходимы ингредиенты! Я только что заказал здесь много ингредиентов, добро пожаловать в покупку ~"
43023,"Сегодня # cfa7a0f @ 1 #n приобретен по высокой цене за ограниченную сумму в 10 ~, но больше 10 вы не получите эту цену, обратите внимание ~"
43024,"Сегодня была использована возможность специальной покупки, приходите посмотреть завтра ~"
43025,"Сегодняшний рекомендуемый рецепт # cfa7a0f @ 1 #n,
Лишние рецепты можно сохранить, может быть, им есть другое применение ~ "
43026,"Вы можете использовать Workbench. Я могу также дать некоторые материалы, ах ах ах."
43027,"Какая помощь вам нужна?\n Если вы хотите изготавливать мебель или материалы, попробуйте верстак рядом со мной."
43028,Покупка материалов
43029,Разобрать домашнюю мебель
43030,Я хочу видеть специальную рекламную мебель
43031,"Не оставляйте мелочи без присмотра, так как они могут разрастаться и привести к серьезным проблемам.Эти материалы здесь тщательно отобраны мной, не стесняйтесь взглянуть."
43032,"С моим мастерством я могу помочь вам разобрать лишнюю самодельную мебель на сырье, но некоторые материалы обязательно будут повреждены, будьте готовы."
43033,"Кажется, у вас в рюкзаке нет самодельной мебели, подойдите к верстаку и сделайте ее."
43034,В моей сети вы можете каждый день находить несколько особенных предметов мебели по доступной цене. Заходи за покупками каждый день.
43035,готовить
43036,"Вы полностью научились фармить, мне нечему вас научить."
43037,"Брат, ранчо расширилось до предела, не может продолжать расширяться!"
43038,"У этой мебели остался материал после разборки, я ничего не могу поделать."
43039,"Разберите, чтобы получить # cfa7a0f @ 1 #n"
43040,Новая мебель уже здесь!
43041,Приобрел # cfa7a0f @ 1 #n
43042,"Эта партия мебели продана, приходите посмотреть завтра."
43043,"Хотите вырастить быстрее урожай, удобрения незаменимы. Приходите ко мне, купите немного удобрений и убедитесь, что урожай снова будет расти быстро."
43044,"Хороший корм отлично подходит для роста животных, приходите сюда, чтобы купить немного, чтобы животные на ранчо быстро росли."
43300,0
43301,"Перед плитой стоит блокада, готовить нельзя."
43302,Другие игроки используют плиту и временно не могут готовить
43303,Успешное производство # cE0DCCA @ 1 × @ 2
43304,Успешное производство # c0aafff @ 1 × @ 2
43305,Успешное производство # CDA6FFF @ 1 × @ 2
43306,Успешное производство # cFA7A0F @ 1 × @ 2
44000,0
44001,ежедневный рецепт
44002,Покупка удалась!
44003,Владелец: @ 1
44004,Требуемый материал
44005,Распроданный
44006,"Рецептов больше нет, приходите посмотреть завтра ~"
44007,научился
45000,Редактировать главную
45001,Выйти из режима редактирования
45002,Редактирование дома ...
45003,пустой
45004,сохранить план
45005,заменить план
45006,Аварийная задержка
45007,План строительства @ 1
45008,Сохранить план строительства
45009,Сохранять
45010,"Количество планов строительства заполнено, пожалуйста, сохраните снова после очистки"
45011,Заменить план строительства
45012,Экономьте время: @ 1
45013,Вы еще не сохранили план строительства
45014,Применить этот план строительства?\n (Текущее жилое здание будет заменено этим зданием)
45015,Удалить этот план строительства?
45016,# G * У вас достаточно строительных материалов для непосредственного применения плана строительства
45017,"# R * В настоящее время у вас недостаточно строительных материалов, недостающие части будут заменены грунтовыми блоками при применении плана строительства."
45018,"У вас недостаточно строительных материалов, которые были заменены грунтовыми блоками."
45019,"Часто используется roo, повторите попытку через @ 1 секунду"
45020,"Вы хотите освободить текущую постройку дома?\n (рекомендуется сначала сохранить текущий план строительства, чтобы не потерять)"
45021,Не связывайтесь с чужим домом.
45022,0
45023,0
45024,0
45025,0
45026,0
45027,0
45028,0
46000,0
46001,0
46002,Домашний опыт
46003,# L # cFA7A0F Как повысить уровень
46004,Текущий уровень:
46005,@ 1 XP требуется для повышения уровня
46006,Достиг
46007,Еще не достиг
46008,Текущий
46009,следующий уровень
46010,выкупать
46011,выкуплен
46012,новый
46013,ограничение количества домашних животных
46014,верхний предел количества сельхозугодий
46015,Верхний предел количества существ
46016,Верхний предел области расширения
46017,Доступные для покупки типы семян
46018,"Тип существа, доступный для покупки"
46019,количество карт приключений
46020,Повышение домашнего уровня!
46021,Увеличен верхний предел!
46022,Функция разблокировки!
46023,Погасить награды
46024,выпендриваться
46025,"Недостаточный домашний уровень, увеличьте максимальное количество питомцев после повышения уровня"
46026,Требования к уровню: # cef2d2d @ 1 #n / @ 2
46027,Разблокировать следующий уровень
46028,Перейти разводить существ
46029,Отправить приключение питомца
46030,Тренируйте / развивайте питомцев
46031,пойти на сельхозугодья
46032,(Получайте опыт во время сбора урожая)
46033,(Получайте опыт во время выполнения)
46034,"Купите яйцо существа у Торговца на ранчо, поместите его в зону ранца; кормление их любимым кормом может ускорить их рост"
46035,После приобретения питомцев в зоомагазине отправьте питомцев в приключение в Adventure Captain (заранее приготовив любимую еду для питомцев).
46036,"Хотите бросить вызов более сложным приключениям? Хотите, чтобы питомец выглядел по-другому? Отправляйтесь в домашнее гнездо, чтобы дрессировать своего питомца."
46037,"После вспашки сельскохозяйственных угодий мотыгой купите семена у торговца фермами, сажайте семена на ферме; использовать удобрения для ускорения"
46038,Как повысить уровень
46039,"Гнездо для домашних животных было улучшено до максимального уровня, больше не может принимать домашних животных."
46040,награда за уровень
46041,Повышен до максимального уровня!
46042,Поздравляем с получением награды за повышение уровня
46043,Я @ 1! Домашний уровень повышен до уровня @ 2
46100,Пионер
46101,Опытный пионер
46102,Пионер Эксперт
46103,Стажер-садовник
46104,Опытный садовник
46105,Всесторонний садовник
46106,Домашний ремесленник
46107,Продвинутый мастер
46108,Мастер на все руки
46109,Мастер садоводства
46110,Эксперт по садоводству
46111,Гуру садоводства
46112,Новый домовладелец
46113,Шумный домовладелец
46114,Богатый домовладелец
46115,поместье
46116,Великое поместье
46117,Легендарная усадьба
46118,Посланник Земли
46200,@Null@
50000,@Null@
50001,"Пожалуйста, выберите язык перевода"
50002,"Письма, доска"
50003,Плагин
50004,"Название карты, описание"
50005,Ознакомление с запуском карты
50006,Название команды
50007,Текст триггера
50008,Успешно переведен
50009,Не удалось выполнить перевод
50100,@Null@
50101,Популярные рекомендации карты
50102,Скрыть сегодня
50103,Карта
50104,Сейчас нет трендовых ключевых слов прямо сейчас
50105,История поиска пуста
50106,У вас нет группы. Иди создайте один сейчас.
50107,"Пожалуйста, выберите вопрос, который вы имеете"
50108,"Мини Мир нужен сигнал вашего телефона и разрешения состояния сети, чтобы предоставить вам лучшие услуги и содержание."
50109,"Разрешить мини-мир, чтобы получить информацию о состоянии телефона?"
50110,"Поскольку вы отказались дать нам разрешение состояния мобильного телефона, игра не сможет предоставить вам более точные рекомендации и услуги контента. Хотели бы вы пересмотреть это?"
50111,"Чтобы получить более точные рекомендации и услуги контента, пожалуйста, перейдите к настройкам и измените настройки разрешения состояния сбора."
50112,"Игра должна знать ваше местоположение, чтобы лучше предоставить вам игровой контент и услуги, поэтому нам нужно получить разрешения информации о местоположении."
50113,"Разрешить мини-мир, чтобы получить информацию о местонахождении?"
50114,"Поскольку вы отказались предоставить нам разрешение информации о местоположении, игра не сможет предоставить вам более точные рекомендации и услуги контента. Хотели бы вы пересмотреть это?"
50115,"Чтобы получить более точные рекомендации и услуги контента, пожалуйста, перейдите к настройкам и измените настройки местоположения."
50116,"Игра требует использования камеры, чтобы включить функцию кода сканирования, чтобы добавить друзей, поэтому нам нужно получить разрешения на камеру."
50117,Разрешить мини-мир использовать вашу камеру?
50118,"Поскольку вы отказались дать нам разрешение камеры, код сканирования для добавления функции друзей не будет доступен. Хотели бы вы пересмотреть это?"
50119,"Чтобы использовать код сканирования, чтобы добавить функцию друзей, перейдите в настройки и измените настройки разрешения на камеру."
50120,"Игра необходимо использовать фотоальбом для открытия функции настройки крышки, поэтому нам нужно получить разрешение фотоальбома."
50121,Разрешить мини-мир получить доступ к вашему фотоальбому?
50122,"Поскольку вы отказались предоставить нам разрешение альбома, функция загрузки пользовательских чехлов не будет доступна. Хотели бы вы пересмотреть это?"
50123,"Чтобы использовать функцию загрузки пользовательской крышки, перейдите к настройкам и измените настройки разрешений на альбом."
50124,"Игра необходимо использовать McFun, чтобы открыть функцию голосового чата, поэтому нам нужно получить разрешения микрофона."
50125,Допускаются ли микрофоны в мини мира?
50126,"Поскольку вы отказались дать нам доступ микрофон, функция голосового чата не будет доступна. Хотели бы вы пересмотреть это?"
50127,"Чтобы использовать функцию голосового чата, перейдите к настройкам и измените настройки разрешения микрофона."
50128,"К сожалению, услуга временно недоступна в вашем регионе."
50129,@Null@
50130,@Null@
50131,@Null@
50132,@Null@
50133,@Null@
50134,Использовать все
50135,Продолжить игру
50136,Запросить разрешение снова
50137,Продолжать
50138,Запрос еще раз
50139,Просить разрешения
50140,Доступ запрещен
50141,Семь дней
50142,Новичок
50143,Обратный отсчет задачи:
50144,Событие закончилось ~
50145,"Заполните N задачи (N / N), чтобы получить постоянный пользовательский набор аватара (выберите один из трех)"
50146,Задача реквизита:
50147,Пользовательская ошибка типа модели
50148,"Задача обновляется в каждый день, поторопись и выполняет задачу"
50149,Обратный отсчет #c1b9e1e%s Days%s Часа%s минут #n
50150,Ошибка задачи кожи
50151,Завершено #cda5b0a%s #N Задачи (%s /%s)
50152,%s дней осталось
50153,%s с часами осталось
50154,Бесплатный набор
50155,Прогресс
50156,Аномальный
50157,Приоритетный ансамбль
50158,"Не удалось создать. Выбранный вами аватар недействителен. Пожалуйста, войдите в игру, используя официальную версию."
50159,"Этот никнейм занят. Пожалуйста, измените на новый."
50160,"Это имя слишком длинное. Пожалуйста, сократите его и повторите попытку."
50161,"Никнейм недействителен. Пожалуйста, попробуйте еще раз."
50162,"Пожалуйста, введите никнейм"
50163,"У вас еще есть награды, которые нужно получить~"
50164,"Поздравляем, вы выполнили накопительную миссию. Получите свой аватар прямо сейчас!"
50165,Награда за скин
50166,Текущая сеть ненормальна. Не удалось присоединиться к карте. Вернитесь в мультиплеер и повторите попытку.
50167,Обновление
50168,Ошибка получения вознаграждения
50169,"Текущая операция часто, пожалуйста, повторите попытку позже ~"
50170,"Награда миссии, утверждая ошибку запроса параметров"
50171,Ошибка данных
50172,Миссия закончила
50173,Награда претензии
50174,"Недостаточное пространство для пользовательского платья, автоматическое спасение платье не удалось"
50175,Требовать
50176,Скачать приостановить ...
50177,"Загрузка, пожалуйста, будьте терпеливы ..."
50178,Загрузить карту Загрузить
50179,Данные возврата конфигурации задач проигрывателя пусты
50180,Учебное пособие время квест истек
50181,Ошибка задачи ошибки Ошибка заказа
50182,Обратная задача
50183,Учебное пособие
50184,Поздравляем о завершении учебной задачи
50185,(Только для обучения шаблона карты)
50186,(Выкупить шаблон шаблона)
50187,"Время соединения истекло. Пожалуйста, повторите попытку позже."
50188,"Это мир, который вы только что создали"
50189,Новый мир можно найти здесь
50190,Здесь вы можете создать свой мир
50191,Нет друзей
50192,Нет визита друга
50193,Нет новостей
50194,Нет избранного
50195,Нет групп
50196,@Null@
50197,@Null@
50198,@Null@
50199,@Null@
50200,@Null@
50201,Задержка сети
50202,Привет @1
50203,Мы порекомендовали вам интересную карту. Попробуй это сейчас! (Эта карта будет сохранена автоматически)
50204,Присоединяйтесь к другим играм здесь
50205,@1 приглашает вас сыграть @2 вместе!
50206,@1 поделился с вами интересной картой. Давайте поиграем в Mini World!
50207,@1 приглашает вас сыграть в игру.
50208,Ваш друг играет @2 в Mini World. Присоединяйтесь!
50209,Многие играют! Присоединяйтесь к ним сейчас!
50210,Услуга
50211,"Режим одиночной игры поддерживает только карты для одиночной игры. Пожалуйста, подключитесь к Интернету и перезапустите игру, чтобы использовать все функции."
50212,"Выход из одиночного режима приведет к перезапуску игры. Убедитесь, что вы подключены к Интернету.
Вы уверены, что хотите выйти? (устройства iOS необходимо закрыть вручную)"
50213,Не удалось сохранить. Нет доступа к галерее. Вы можете скопировать и вставить пароль в безопасное место.
50214,Время события: х х - х х
50215,Ограничено: xx мин xx сек
50216,Смотреть рекламу
50217,Подать заявку сейчас
50218,После подачи заявки общий доход будет накапливаться снова. Не забудьте вернуться в Mini Point завтра!
50219,"Не удалось присоединиться к карте. Пожалуйста, проверьте свою сеть и повторите попытку."
50220,"Карта заполнена. Пожалуйста, попробуйте позже."
50221,Не удалось присоединиться к комнате. Хост внес вас в черный список.
50222,Хозяин выгнал вас из комнаты.
50223,Активировать сезонный абонемент
50224,Активируйте и получите сезонные награды. Вы хотите активировать его?
50225,Сезонный абонемент + пакет обновлений
50226,"Активируйте Season Pass + Upgrade Pack, чтобы получить ограниченное количество наград и опыта. Вы уверены, что хотите активировать сейчас?"
50227,Купить пакет обновлений
50228,"Купите пакет улучшений, чтобы мгновенно повысить уровень до 40 и получить множество наград. Вы уверены, что хотите активировать сейчас?"
50229,Текущая гостевая учетная запись
50230,Связанный адрес электронной почты
50231,Сторонние учетные записи могут использовать связанный адрес электронной почты и пароль для входа в систему.
50232,"Пожалуйста, привяжите свою электронную почту, прежде чем устанавливать пароль"
50233,Прозрачный
50234,Удаление загруженных карт может сэкономить до %s места
50235,(Вы все еще можете играть на этих картах через список карт)
50236,@Null@
50237,Авторизация не удалась. Действие не выполнено.
50238,"Авторизация не удалась. Пожалуйста, проверьте свою сеть и повторите попытку."
50239,Авторизация успешна
50240,Авторизация не удалась
50241,"Авторизация не удалась. Срок действия данных для входа истек. Пожалуйста, войдите снова."
50242,Не удалось подтвердить учетную запись
50243,Регистрация прошла неудачно
50244,Ошибка инициализации
50245,"Время входа истекло. Пожалуйста, войдите снова."
50246,Не удалось отправить код подтверждения
50247,Не удалось установить пароль
50248,Не удалось выполнить стороннюю регистрацию
50249,Ошибка стороннего входа
50250,Описание события
50251,Задача
50252,Использовать награды
50253,Неполный
50254,ИДТИ
50255,Спать...
50280,"Поиск карты для вас. Пожалуйста, попробуйте позже."
50281,Карта была удалена создателем. Выберите еще раз.
50282,Авторизация не удалась. Не удается подключиться к серверу. Вы хотите войти в режим одиночной игры? (Некоторые функции недоступны в одиночном режиме)
50283,Не удалось отправить свой аватар. Вы получите наш аватар при следующем входе в систему.
50284,Вьетнам
50285,Бразилия
50286,Мексика
50287,Таиланд
50288,Аргентина
50289,Колумбия
50290,Индонезия
50291,Перу
50292,Чили
50293,Тайвань (Китай)
50294,Малайзия
50295,Турция
50296,Китай
50297,Италия
50298,Гонконг (Китай)
50299,Испания
50300,Республика Филиппины
50301,Эквадор
50302,Япония
50303,Боливия
50304,Германия
50305,Доминика
50306,Коста-Рика
50307,Португалия
50308,Венесуэла
50309,Франция
50310,Южная Корея
50311,Австралия
50312,Макао (Китай)
50313,Азербайджан
50314,Парагвай
50315,Панама
50316,Польша
50317,Гондурас
50318,Камбоджа
50319,Лаос
50320,Румыния
50321,Мьянма
50322,Никарагуа
50323,Сальвадор
50324,Гватемала
50325,Украина
50326,Уругвай
50327,Соединенное Королевство
50328,Сингапур
50329,Ирак
50330,Индия
50331,Сетевой тест завершен
50332,Сетевой тест собирается начать. Это займет несколько минут. Вы уверены что хотите продолжить?
50333,"Тестирование вашей сети. Пожалуйста, подождите."
50334,"Сеть Статус: Нет сети
Пожалуйста, попробуйте подключиться к Интернету и перезапустить игру."
50335,"Статус сети: слабый
Пожалуйста, попробуйте переключиться в другую сеть и перезапустить игру.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50336,"Статус сети: нормальный
Пожалуйста, попробуйте перезапустить игру и войти снова.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50337,"Статус сети: хорошо
Пожалуйста, попробуйте перезапустить игру и войти снова.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50338,"Авторизация не удалась. Ваша сеть может иметь проблему.
Сетевой тест собирается начать. Это займет несколько минут.
Вы уверены что хотите продолжить?"
50339,"Сетевой тест собирается начать. Это займет несколько минут.
Вы все еще можете продолжить свою игру во время этого тестирования.
Вы уверены что хотите продолжить?"
50340,"Сетевой тест собирается начать. Это займет несколько минут.
Вы все еще можете продолжить свою игру во время этого тестирования.
Вы уверены что хотите продолжить?"
50341,"Статус сети: слабый
Текущая сеть подходит для одностороннего режима выживания или режима создания. Вы также можете переключиться на другую сеть и перезапустить игру.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50342,"Статус сети: нормальный
Вы можете играть в любой контент с этой сетью.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50343,"Статус сети: хорошо
Вы можете воспроизводить любой контент плавно с этой сетью.

В случае сбоя, пожалуйста, свяжитесь с нашим обслуживанием клиентов. Мы также будем решить проблему для вас."
50344,Зарегистрироваться
50345,"Пробный аватар был успешно использован. Выполните задание, чтобы получить постоянный аватар."
50346,Утверждал
50347,Требовать
50348,Текущий прогресс
50349,Идти
50350,Добро пожаловать в мини-мир. Вот небольшой гостеприимный подарок!
50351,"Выполняйте задания, чтобы выиграть постоянный аватар"
50352,Выберите 1 от 3
50353,Учебное пособие
50354,Следите за обновлениями
50355,Сезонный билет
50356,Сезон проход + пакет обновления
50357,Купить пакет обновления
50358,Уровень повышен
50359,"1. Задача делится на еженедельные задачи и задачи сезона, и завершить задачу, может получить опыт, чтобы улучшить уровень радости и получить соответствующие награды. #R 2. Покупка сезона пройти, чтобы разблокировать больше наград. # R 3. После окончания сезона уровень пассажирования сезона будет очищен, пожалуйста, выкумите награды в течение сезона, когда истек, вы не сможете их получить. #R 4. Очки можно обменять в магазине для наград. После окончания сезона очки не будут очищены, и его можно накапливаться до следующего сезона для продолжения обмена."
