id,法语
100709,Félicitations pour avoir la peau d'essai
100710,Simulation
100711,Survie de l'aventure
100712,Jouer un rôle
100713,Courses
100714,Des sports
100715,Abandonner à contrecœur
100716,Commencer à répondre
100717,"Afin de mieux comprendre vos préférences et de recommander un contenu de haute qualité, veuillez répondre à quelques petites questions et la peau de démonstration est la vôtre!"
100718,%s-essayer pour %s jours
100719,%s (permanent)
100721,@Null@
100722,@Null@
100723,@Null@
100724,@Null@
100725,@Null@
100726,@Null@
100727,@Null@
100728,@Null@
100729,@Null@
100934,@Null@
100935,Paramètres de page
100936,Montrer la souris lorsqu'il est déclenché
100937,La version mobile libère le contrôle des joueurs
100938,Fermer lorsque la nouvelle page s'ouvre
100939,Niveau
100940,Statut de page
100941,Teneur
100942,Modèle de changement
100943,Aligner
100944,Aligner avec le composant parent
100945,Format de police
100946,Couleur de la police
100947,Taille de police
100948,Couche
100949,Transparence
100950,Afficher un sous-ensemble dépassant le cadre du composant
100951,Associer
100952,Établir une association
100953,Associé au composant parent
100954,Méthode de zoom
100955,Paramètres d'état de la page composante
100956,Statut de synchronisation
100957,Touche de raccourci
100958,Restrictions d'entrée
100959,Paramètres de niveau
100960,Enregistrer en tant que modèle
100961,Ajustez au bas du composant
100962,Ajuster au sommet du composant
100963,Devenir un sous-ensemble de
100964,Sauvegarder et quitter
100965,Sauvegarder automatiquement complète
100966,Ajouter un déclencheur
100967,Sélectionnez Composant
100968,Sous-composants ajoutés comme composants sélectionnés ou composants de base
100969,Entrée Ajout rapide
100970,Zone de saisie
100971,Recevoir le joueur entrée
100972,Veuillez enregistrer le modèle dans le panneau de base
100973,Êtes-vous sûr de supprimer ce modèle?
100974,Ajouter des composants
100975,Modèle officiel
100976,Gabarit
100977,Composants de base
100978,Transmettre des messages texte
100979,Vient avec des commentaires interactifs
100980,L'opération est trop fréquente
100981,Fonction dans le coin supérieur droit
100982,Le nommage en double du statut de page n'est pas pris en charge! S'il vous plaît renommer.
100983,"Importé avec succès, veuillez afficher dans la carte actuelle"
100984,"Confirmer les éléments sélectionnés à copier (actuellement impossible de copier des déclencheurs, sera pris en charge dans la version future)"
100985,Succès de synchronisation de statut
100986,Nouveau statut de page
100987,Espacement horizontal fixe
100988,Correction de l'espacement gauche
100989,Espacement correct droit
100990,Espacement vertical fixe
100991,Espacement fixe
100992,Espacement inférieur fixe
100993,Supprimer le statut de page en cours et revenir à l'état de la page précédente
100994,Aucun entrée de texte
100995,UI dans le jeu
100996,Noté
100997,Page de base
100998,"Supprimer des composants, tout composants enfant seront supprimés ensemble"
100999,Éditeur UI
101000,Bibliothèque d'UI
101001,bibliothèque d'UI
101002,"Il n'y a pas de bibliothèque d'interface utilisateur pour le moment, allez sur la carte pour en entraîner un!"
101003,Veuillez sélectionner la bibliothèque d'interface utilisateur d'abord
101004,#c515555 Sélectionner: #n #cff0000 @1 #n
101005,"Souhaitez-vous synchroniser l'interface utilisateur suivante à la bibliothèque principale, si la bibliothèque principale a sélectionné une UI sélectionnée, elle sera écrasée. Sinon, il sera ajouté à la bibliothèque"
101006,"Il existe des bibliothèques d'interface utilisateur existantes dans la carte actuelle, vous pouvez choisir de lot écraser ou d'ignorer ces bibliothèques d'interface utilisateur."
101007,Tri par défaut
101008,Récemment modifié
101009,Confirmer Supprimer cette bibliothèque UI?
101010,Veuillez évaluer la modification sous la carte actuelle
101011,Besoin d'entrer dans l'archive pour créer une bibliothèque d'interface utilisateur
101012,Impossible de créer une nouvelle bibliothèque d'interface utilisateur en mode de création!
101013,Besoin d'entrer dans l'archive pour éditer la bibliothèque d'interface utilisateur!
101014,Les bibliothèques d'interface utilisateur ne peuvent pas être modifiées en mode création!
101015,Impossible de créer de nouvelles bibliothèques d'interface utilisateur dans la carte de modèle
101016,Composants
101017,La fenêtre
101018,Veuillez sélectionner le composant!
101019,Barre de vie
101020,Mini carte
101021,Inventaire
101022,Panneau de commande
101023,Modèle
101024,Texte
101025,Bouton
101026,Gabarit
101027,Image de fond
101028,Mot
101029,Frontière
101030,(L'évolution des animaux de compagnie peut améliorer la limite d'attribut)
101031,Souhaitez-vous enregistrer ce résultat de la formation?
101032,"Les résultats de la formation ne sont pas enregistrés par défaut, n'oubliez pas d'enregistrer les attributs que vous avez aimé."
101033,Réessayer
101034,Attribut Succès de remplacement!
101035,"Le résultat de la formation actuel est inférieur aux attributs d'origine, êtes-vous sûr de vouloir enregistrer?"
101036,"Le résultat de la formation actuel augmente les points de compétence de l'animal, êtes-vous sûr de vouloir réessayer?"
101037,Points de compétences
101038,Aucun enregistrement de la formation précédente pour animaux de compagnie
101039,Erreur de fonctionnement
101040,Les attributs sont pleins
101041,Planter du blé à la ferme
101042,Planter du riz dans la ferme
101043,Récolte du blé sur la ferme
101044,Planter et récolter des carottes dans la ferme
101045,Vache de reproduction dans le ranch
101046,Cochon d'élevage dans le ranch
101047,Nourrir de petits animaux dans le ranch
101048,Aller au ranch et obtenez le poulet
101049,Aller au poêle pour faire du riz
101050,Aller au poêle pour faire du jus de pastèque
101051,Allez au Workdesk pour faire de la planche de fruits à l'aide de bois de fruit
101052,Aller au Workdesk pour faire du papier en utilisant de la sucre
101053,"Entrez le mode de modification de la maison, placez les meubles"
101054,Aventure à la carte forestière
101055,Aventure à la carte simple
101056,Allez visiter la maison de vos amis
101057,Trouver le commerçant de ranch à acheter de la vache
101058,Vendre orange à n'importe quel commerçant
101059,Vendre du lait à Ranch Trader
101060,Trouver des commerçants agricoles pour acheter des graines de pastèque
101061,Trouver la cuisine à la maison pour acheter du sel
101062,Jouez 5 minutes dans votre maison
101063,Jouez 10 minutes dans votre maison
101064,Utilisez des bonbons de fées pour former l'attribut PET
101065,Utilisez des bonbons de fées pour former l'attribut PET
101066,Planter des arbres fruitiers dans la ferme
101067,Planter une canne à sucre à la ferme
101068,Planter et récolter la pastèque dans la ferme
101069,Planter et récolter les arbres fruitiers à la ferme
101070,Trouver le commerçant de Ranch pour acheter du cochon
101071,Race cochon dans le ranch
101072,Nourrir de petits animaux dans le ranch
101073,Aider la maison à cuisiner pour que le poulet volant au ranch
101074,Aller au poêle pour faire du rôti de steak
101075,Aller au workdesk pour faire du verre à l'aide de sable
101076,"Entrez le mode de modification de la maison, placez les meubles"
101077,Aventure à la carte de la colline
101078,Allez visiter la maison de vos amis
101079,Trouver des commerçants agricoles pour acheter des graines de pastèque
101080,"Ranch Trader, veuillez l'aider à acheter du sel"
101081,Jouer 15 minutes à la maison
101082,Obtenez 3 000 pièces de monnaie à la maison en vendant des cultures
101083,Vendre un steak to Ranch Trader
101084,Adoptez un nouveau partenaire de compagnie!
101085,Acheter une série de meubles dans la boutique à domicile
101086,Achetez un mobilier dans la boutique à domicile
101087,Effacer une carte Plaines dans les 8 heures!
101088,Effacer une carte forestière dans les 16 heures!
101089,Augmenter 50 points d'attribut de tout animal de compagnie
101090,"Le commerçant de ferme veut boire du café, l'aider à faire une tasse dans le poêle"
101091,Produire deux morceaux de matériaux à la maison / de construction
101092,Obtenez 10 000 pièces à la maison en vendant des cultures
101093,Vendu 10 oranges à Darwin
101094,Tâche quotidienne
101095,"Conseil: Actualiser la tâche quotidienne @1 fois par jour, actuellement terminée (#c0aaa1a @2 #n / @3) fois, ont abandonné (#c0aaa1a @4 #n / @5) fois"
101096,Pister
101097,Abandonner la tâche
101098,"Voulez-vous abandonner cette tâche? Après abandon, la tâche disparaîtra."
101099,Continuer la tâche
101100,Cette tâche ne peut être abandonnée
101101,Cette tâche a été abandonnée
101102,Tâches quotidiennes Terminald ont une limite TRUCTUPPER
101103,Abandon limite dépassée
101104,Toutes nos félicitations! Les tâches d'aujourd'hui ont été complétées!
101201,@Null@
101202,Compte à rebours de la piscine de récompense
101203,Record de loterie
101204,Fragment de piscine de récompense actuelle
101205,Récompense
101206,Sélectionnez une liste
101207,Nom de récompense
101208,Temps de récompense
101250,@Null@
101251,Bonus de parade
101252,Station de ventilation
101253,Action mystérieuse
101300,@Null@
101301,Cadey-cadeau Guardian
101302,Assisté aujourd'hui
101303,Garde d'assistance
101304,Activer la garde
101305,Collecter la récompense
101306,Ciel
101307,Actuellement incapable d'aider
101308,Gagnez une récompense
101309,Règles d'événement
101310,"1: L'événement de la Guilding Guard durera 7 jours après le lancement et vous pouvez recevoir un grand nombre de récompenses après 7 jours \n 2: tous les vendredis, samedi et dimanche, vous pouvez aider à Garding \n 3: après avoir assisté avec succès, Vous pouvez obtenir plus de récompenses"
101311,Star Power:
101312,Félicitations pour obtenir les récompenses suivantes
101313,"Démarrer le plan Guardian, vous pouvez obtenir beaucoup de récompenses après 7 jours."
101314,Gardant grandir ?????????????????????????????????
101315,"Chaque vendredi, samedi, dimanche peut aider à garder"
101316,Le plan Guardian est terminé
101317,"Garde d'aide, obtenir plus de récompenses"
101318,"Commencez le Guard Guard, \n obtiendra beaucoup de récompenses après la fin de la garde"
101350,@Null@
101351,Trésor national rétabli
101400,@Null@
101401,Carnaval
101402,@Null@
101403,@Null@
101404,@Null@
101405,@Null@
101450,@Null@
110000,Festival de création
110001,S'il vous plaît mettre à jour à la dernière version
110002,Festival de création national - Saison de la fête d'été
110003,Créer un sac de bénédiction
110004,Règles
110005,Cartes plus excitantes
110006,Tâche courante:
110007,Compte à rebours de rafraîchissement de la tâche
110008,Compte à rebours de fin de loterie
110009,"Dessinez le sac de bénédiction, obtenez un ensemble complet de la peau #cffdd00 permanente  #n"
110010,Il n'y a pas de loterie aujourd'hui!
110011,La tâche est terminée
110012,Compter
110013,Durée d'événement
110014,Comment obtenir beaucoup de tirage
110015,"Connectez-vous au jeu pendant la période de l'événement, remplissez la tâche correspondante dans la période spécifiée \n compléter 3 tâches tous les jours, rafraîchissez à 00:00 par jour."
110016,Récompense d'événement
110017,"Les récompenses incluent la gamme complète de peaux permanentes, de monnaies mini-monnaies, de fragments de montage et de monnaies de caractères"
110018,Comment soumettre
110019,Visitez le site Web officiel de l'événement au participant et soumettre
110020,Aller maintenant
110021,Terminez la tâche pour obtenir un billet de loterie
110022,Terminez la tâche pour obtenir un billet de loterie
110050,réserve
110051,Nom de la peau
110052,Cliquez pour recevoir
110053,"Terminez la vérification du nom réel et remplissez la date de naissance correcte! Recevez des cadeaux d'anniversaire exclusifs et célébrez avec des amis. Participerez et recevez une peau permanente de quatre saisons!
J'ai entendu dire que les récompenses d'anniversaire reçues annuellement iront mieux!
Rejoignez la fête d'anniversaire ensemble!"
110054,Verseau
110055,Poissons
110056,Bélier
110057,Taureau
110058,Sonot
110059,Cancer
110060,Leo
110061,Vierge
110062,Balance
110063,Scorpion
110064,Sagittaire
110065,Capricorne
110066,Lune
110067,"Confirmez la sélection #cF9D881 @1 #n, comme une récompense pour votre participation?"
110068,Besoin de compléter la vérification du nom réel pour participer à l'événement
110069,Veuillez sélectionner votre vraie date de naissance!
110070,Invitation de bénédiction d'anniversaire
110071,"Toutes nos félicitations! Participé avec succès à la fête de bénédiction d'anniversaire ~
Nous vous enverrons des bénédictions exclusives à un moment privilégié!"
110072,"#cFF8C00 @1 #n mois #cFF8C00 @2 #n jour est une journée spéciale, Mini World a préparé un cadeau exclusif pour vous! J'espère que vous pourrez passer une fête inoubliable et joyeuse anniversaire à Mini World!
 Cliquez sur le bouton ci-dessous pour collecter votre cadeau exclusif #cFF8C00 #n!"
110073,"Cher @1 @2: Mini World vous souhaite un joyeux anniversaire! Veuillez accepter votre cadeau exclusif #cFF8C00 #n, partageons cette joie avec vos amis!"
110074,Célébration d'anniversaire avec des amis
110075,Peut être donné aux amis @1 / @2
110076,Gâteau cadeau
110077,Entrer mini numéro trouver des amis
110078,"L'ami a reçu une bénédiction du gâteau le même jour, s'il vous plaît donner un autre ami!"
110079,Le gâteau d'anniversaire a tous été doué ~ vos amis ont reçu les gâteaux!
110080,Reçu le cadeau d'anniversaire exclusif du mini-monde! N'oubliez pas de participer à la fête d'anniversaire!
110081,Doué
110082,"Vous avez déjà la peau, s'il vous plaît ré-sélectionner une autre peau"
110083,Fête d'anniversaire
110084,Garde-robe
110085,Mini spectacle
110086,Médaille personnelle
110087,Plus de médailles
110088,Aller au pack cadeau
110089,Aller au bnous
110090,Aller au gashaapon
110091,Déverrouiller les accessoires peuvent être obtenus dans le pack-cadeau SHOPE. (Consommez modérément pour le divertissement)
110092,Déverrouiller les accessoires peuvent être obtenus en bonus bonus. (Consommez modérément pour le divertissement)
110093,Les accessoires de déverrouillage peuvent être obtenus à Gashaapon. (Consommez modérément pour le divertissement)
110094,Vous avez participé avec succès à la fête d'anniversaire! Veuillez patienter patiemment pour votre journée spéciale exclusive ~
110095,Sentiment
110096,Déverrouiller la fente d'affichage
110097,Ajouter une image
110098,"Je n'ai pas encore de peau de peau, allez au centre commercial pour le ramasser."
110099,Confirmez-vous pour supprimer l'image du logement d'affichage actuel?
110100,Supprimer l'image
110101,"Vous passerez #c01C210 mini haricots @1 #n pour déverrouiller #cFF6D25 @2 #n affichent des emplacements, veuillez confirmer.
 #CFFF6D25 (consommer modérément pour le divertissement) #n"
110102,Compte public
110103,Veuillez vérifier sur le périphérique mobile
110104,#cfa7a0f@1#n qui ont joué à des jeux avec vous précédemment vous invite à aller à la mini base pour jouer ensemble!
110105,"Carte populaire récemment populaire #cfa7a0f@1#n, allez à la mini base pour l'essayer en premier!"
110106,Essayez d'abord
110107,"Je vous ai envoyé un nouveau message, allez à la mini base pour vérifier"
110108,"J'ai initié une invitation de jeu pour vous, allez à la mini base pour jouer ensemble"
110109,Vérifier
110110,"Jouant auparavant avec vous dans la pièce #cfa7a0f@1#n, dirigez-vous vers la mini base pour jouer ensemble!"
110111,L'autre partie utilise la mini base et devient un ami après l'installation
110112,Le propriétaire de groupe utilise la mini base et rejoint la discussion de groupe après l'installation.
110113,"Partagez et obtenez des mini haricots gratuits, venez rassembler de la laine!"
110114,"Je joue au jeu de sandbox Super Fun ""Mini World"", venez créer une nouvelle carte ensemble!"
110115,Regarder des annonces pour la résurrection gratuite + recevoir des récompenses mystérieuses
110116,Vous ne pouvez pas jouer au piano tout en étant assis sur un animal de compagnie ~
110117,Subir une mutation
110118,Compétence
110119,Avatar
110120,cadre photo
110121,Effets spéciaux
110122,Empreinte
110123,action
110124,Voyage en avion
110125,Fond
110126,Usage d'essai
110127,Achat de temps limité
110128,@1 jours @2 heures à @3 minutes
110129,Reste: #cfa7a0f@1#n jours #cfa7a0f @2 #n heures #cfa7a0f @3 #n minutes
110130,Effet
110131,Peau
110132,Alentours
110133,Carte
110134,Transformer
110135,Achat de la peau
110136,Méthode d'achat
110137,Temps d'utilisation
110138,Permanent
110139,30 jours
110140,7 jours
110141,Cadeau à ami
110142,Demande d'ami
110160,Détails de la peau Page réservée
110161,Nom de la carte
110162,Carte actuelle Introduction personnalisée
110163,Nom de la carte
110164,"Le match de sandbox Super Fun est dans ""Mini World"", viens jouer ensemble!"
110165,"J'ai créé une carte géniale, venez jouer ensemble!"
110166,"Ouvrez ""Mini World"" et créez votre propre carte!"
110167,"J'ai trouvé une carte amusante, venez l'essayer!"
110168,"@1 type de type, téléchargements @2. Vous devez aimer ça!"
110169,N'oubliez pas de visiter souvent de jardin
110170,"Le match de sandbox Super Fun est dans ""Mini World"", viens jouer ensemble!"
110171,Acheter 3 Splings de pêche
110172,Achetez 5 graines de betteraves
110173,Achetez 10 graines de tomates
110174,Plante 2 gaules à pêche
110175,Plante 5 graines de betterave
110176,Plantez 10 graines de tomates
110177,Vendre 3 pêches
110178,Vendre 80 sorgho
110179,Vendre 10 lait
110180,Lever 2 vaches
110181,Lever 4 tonsons
110182,Lever 12 poulets
110183,Attributs de train pour n'importe quel animal de compagnie une fois
110184,Attributs de train pour tout animal de compagnie 3 fois
110185,Définir pour explorer les plaines
110186,Déposer pour explorer la forêt
110187,Définir pour explorer les collines
110188,Faire du pain de blé sur le poêle
110189,Faire un fromage sur le poêle
110190,Faire une tasse de café sur le poêle
110191,Faire une planche de fruits au monde au travail
110192,Faire 3 petits bâtons en bois au travail
110193,Faire une brique de pierre rugueuse au workdesk
110194,Récolte 4 pêches
110195,Récolte 90 Betteraves
110196,Récolte 200 sorgho
110197,Acheter 3 sel
110198,Acheter 4 vaches
110199,Achetez 20 bouteilles d'eau d'énergie
110200,Nourrir les petits animaux dans le ranch 4 fois
110201,Nourrir les petits animaux dans le ranch 8 fois
110202,Nourrir les petits animaux dans le ranch 12 fois
110203,Récolte 2 jambe de poulet cru
110204,Récolte 2 de Tonton cru
110205,Aller à la maison des amis 3 fois
110206,Aller à la maison d'un ami 5 fois
110207,Jouer pendant 6 minutes à la maison
110208,Jouer pendant 15 minutes à la maison
110209,Jouer pendant 30 minutes à la maison
110210,Adoptez un nouveau compagnon d'animal de compagnie!
110211,Achetez des matériaux de construction de bloc dans la boutique à domicile
110212,Achetez n'importe quel meuble à domicile dans la boutique à domicile
110213,Achetez une série de meubles dans la boutique à domicile
110214,Achetez 10 graines de poivron vert
110215,Achetez 5 graines de radis
110216,Achetez 10 minuscules graines de terrassement
110217,Plante 10 graines de poivron vert
110218,Plante 5 graines de radis
110219,Plante 10 graines de terrasses minuscules
110220,Vendre 60 poivrons verts
110221,Vendre 80 radis
110222,Vendre 10 lait
110223,Lever 2 vaches
110224,Lever 4 tonsons
110225,Lever 12 poulets
110226,Attributs de train pour n'importe quel animal de compagnie une fois
110227,Attributs de train pour tout animal de compagnie 3 fois
110228,Définir pour explorer les plaines
110229,Déposer pour explorer la forêt
110230,Définir pour explorer les collines
110231,Faire du pain de blé sur le poêle
110232,Faire un fromage sur le poêle
110233,Faire une tasse de café sur le poêle
110234,Faire une planche de fruits au monde au travail
110235,Faire 3 petits bâtons en bois au travail
110236,Faire une brique de pierre rugueuse au workdesk
110237,Récolte 100 poivrons verts
110238,Récolte 90 radis
110239,Récolte 500 chou -lowers
110240,Acheter 3 sel
110241,Acheter 4 vaches
110242,Achetez 20 bouteilles d'eau d'énergie
110243,Nourrir les petits animaux dans le ranch 4 fois
110244,Nourrir les petits animaux dans le ranch 8 fois
110245,Nourrir les petits animaux dans le ranch 12 fois
110246,Récolte 5 jambe de poulet cru
110247,Récolte 4 de Tonton cru
110248,Aller à la maison d'un ami 3 fois
110249,Aller à la maison d'un ami 5 fois
110250,Jouer pendant 6 minutes à la maison
110251,Jouer pendant 15 minutes à la maison
110252,Jouer pendant 30 minutes à la maison
110253,Adoptez un nouveau compagnon d'animal de compagnie!
110254,Achetez des matériaux de construction de bloc dans la boutique à domicile
110255,Achetez n'importe quel meuble à domicile dans la boutique à domicile
110256,Achetez une série de meubles dans la boutique à domicile
110257,Achetez 15 graines d'orge
110258,Achetez 5 graines de colza
110259,Achetez 10 minuscules graines de terrassement
110260,Plantez 15 graines d'orge
110261,Plante 5 graines de colza
110262,Plante 10 graines de terrasses minuscules
110263,Vendre 60 poivrons verts
110264,Vendre 80 radis
110265,Vendre 10 lait
110266,Récolte 200 orge
110267,Récolte 100 colza
110268,Récolte 500 chou -lowers
110269,Lever 4 tonsons
110270,Lever 4 vaches
110271,Lever 12 poulets
110272,Attributs de train pour n'importe quel animal de compagnie une fois
110273,Attributs de train pour tout animal de compagnie 3 fois
110274,Déposer pour explorer la forêt
110275,Définir pour explorer les collines
110276,Déposer pour explorer la côte
110277,Faire du pain de blé sur le poêle
110278,Faire un hamburger de boeuf sur le poêle
110279,Faire une tasse de café sur le poêle
110280,Faire 2 planches de fruits de fruits au workdesk
110281,Faire 2 escaliers simples au workdesk
110282,Faire une céramique Adobe au Workdesk
110283,Achetez 5 sel
110284,Acheter 6 vaches
110285,Achetez 20 bouteilles d'eau d'énergie
110286,Nourrir les petits animaux dans le ranch 4 fois
110287,Nourrir les petits animaux dans le ranch 8 fois
110288,Nourrir les petits animaux dans le ranch 12 fois
110289,Récolte 5 jambe de poulet cru
110290,Récolte 4 morceaux de Tonton cru
110291,Aller aux maisons des amis 3 fois
110292,Aller à la maison d'un ami 5 fois
110293,Jouer pendant 6 minutes à la maison
110294,Jouer pendant 15 minutes à la maison
110295,Jouer pendant 30 minutes à la maison
110296,Adoptez un nouveau compagnon d'animal de compagnie!
110297,Achetez des matériaux de construction de bloc dans la boutique à domicile
110298,Achetez n'importe quel meuble à domicile dans la boutique à domicile
110299,Achetez n'importe quelle série de meubles dans la boutique à domicile
110300,Achetez 10 graines d'arbres Canistel
110301,Achetez 10 graines de sorgho rouges
110302,Achetez 12 graines de framboise
110303,Plant 10 graines de sorgho rouges
110304,Plante 6 graines d'arbres Canistel
110305,Plante 12 graines de framboise
110306,Vendre 60 Canistel
110307,Vendre 200 pois
110308,Vendre 10 lait
110309,Harvest 30 Canistel
110310,Récolte 200 pois
110311,Récolte 400 pois
110312,Lever 4 tonsons
110313,Lever 4 vaches
110314,Lever 12 poulets
110315,Attributs de train pour n'importe quel animal de compagnie une fois
110316,Attributs de train pour tout animal de compagnie 3 fois
110317,Déposer pour explorer la forêt
110318,Définir pour explorer les collines
110319,Déposer pour explorer la mine
110320,Faire du pain de blé sur le poêle
110321,Faire un plateau de fruits sur le poêle
110322,Faire une tasse de café sur le poêle
110323,Faire deux planches de fruits de fruits au workdesk
110324,Faire 2 escaliers simples dans le workdesk
110325,Faire une céramique Adobe au Workdesk
110326,Achetez 5 sel
110327,Acheter 6 vaches
110328,Achetez 30 boules de riz gluant
110329,Nourrir les petits animaux dans le ranch 4 fois
110330,Nourrir les petits animaux dans le ranch 8 fois
110331,Nourrir les petits animaux dans le ranch 12 fois
110332,Récolte 5 jambe de poulet cru
110333,Récolte 4 morceaux de Tonton cru
110334,Aller aux maisons des amis 3 fois
110335,Aller à la maison d'un ami 5 fois
110336,Jouer pendant 6 minutes à la maison
110337,Jouer pendant 15 minutes à la maison
110338,Jouer pendant 30 minutes à la maison
110339,Adoptez un nouveau compagnon d'animal de compagnie!
110340,Achetez des matériaux de construction de bloc dans la boutique à domicile
110341,Achetez n'importe quel meuble à domicile dans la boutique à domicile
110342,Achetez une série de meubles dans la boutique à domicile
110343,Achetez 10 graines de cerisier
110344,Achetez 10 graines d'arbres de bleuets
110345,Achetez 12 graines de vigne
110346,Plante 6 graines de cerisier
110347,Plante 6 graines d'arbres de bleuets
110348,Plante 12 graines de cerisier
110349,Vendre 90 cerises
110350,Vendre 100 myrtilles
110351,Vendre 10 Tonton brut
110352,Récolte 90 cerises
110353,Récolte 200 Fraises
110354,Récolter 400 fraises
110355,Lever 4 tonsons
110356,Lever 4 vaches
110357,Lever 12 poulets
110358,Attributs de train pour tout animal de compagnie 1 fois
110359,Attributs de train pour tout animal de compagnie 3 fois
110360,Déposer pour explorer la forêt
110361,Déposer pour explorer la côte
110362,Définir pour explorer l'île Sky
110363,Faire du pain de blé sur le poêle
110364,Faire un plateau de fruits sur le poêle
110365,Faire une tasse de café sur le poêle
110366,Faire 2 planches de fruits de fruits au workdesk
110367,Faire 2 escaliers simples dans le workdesk
110368,Faire une brique de pierre rugueuse au workdesk
110369,Achetez 5 sel
110370,Acheter 6 vaches
110371,Achetez 30 petits pains cuits à la vapeur
110372,Nourrir les petits animaux dans le ranch 4 fois
110373,Nourrir les petits animaux dans le ranch 8 fois
110374,Nourrir les petits animaux dans le ranch 12 fois
110375,Récolte 5 jambe de poulet cru
110376,Récolte 4 morceaux de Tonton cru
110377,Aller aux maisons des amis 3 fois
110378,Aller à la maison d'un ami 5 fois
110379,Jouer pendant 6 minutes à la maison
110380,Jouer pendant 15 minutes à la maison
110381,Jouer pendant 30 minutes à la maison
110382,Adoptez un nouveau compagnon d'animal de compagnie!
110383,Achetez des matériaux de construction de bloc dans la boutique à domicile
110384,Achetez n'importe quel meuble à domicile dans la boutique à domicile
110385,Achetez une série de meubles dans la boutique à domicile
110386,Planter des graines de sésame sur la ferme
110387,Planter des graines de laitue sur la ferme
110388,Planter des graines de betterave à la ferme
110389,Planter des graines d'orge sur la ferme
110390,Planter le sorgho sur la ferme
110391,Planter des graines de choux à la ferme
110392,Planter des graines de poivron vert sur la ferme
110393,Planter des graines de chou-fleur sur la ferme
110394,Planter des graines de poireau sur la ferme
110395,Planter des semences d'arbre de date rouge sur la ferme
110396,Planter des graines de concombre sur la ferme
110397,Planter des graines d'orge sur la ferme
110398,Planter des graines de noix de coco sur la ferme
110399,Planter des graines d'arbres de Canistel sur la ferme
110400,Planter des graines de pois sur la ferme
110401,Planter des graines d'arbres de bleuets à la ferme
110402,Planter des graines de fraises sur la ferme
110403,Planter des graines d'arbres d'ananas sur la ferme
110404,Planter des graines de cerisier sur la ferme
110405,Planter des graines de lingzhi sur la ferme
110406,Planter des graines de poivre colorées à la ferme
110407,Récolter le blé sur la ferme
110408,Harvest Aloe à la ferme
110409,Récolter les cacahuètes à la ferme
110410,Récolte des carottes à la ferme
110411,Récoltez les tournesols à la ferme
110412,Thé de récolte à la ferme
110413,Récolter les graines de sésame sur la ferme
110414,Laitue récolte à la ferme
110415,Barley de récolte à la ferme
110416,Récolter le sorgho à la ferme
110417,Récolter les poivrons verts à la ferme
110418,Récolte chou-fleur à la ferme
110419,Récolte des dates rouges sur la ferme
110420,Harvest Barley à la ferme
110421,Récoltez Canistel sur la ferme
110422,Récolter les pois sur la ferme
110423,Fraises de récolte à la ferme
110424,Récolte les cerises à la ferme
110425,Récolter des poivrons colorés à la ferme
110426,Vendre du blé à n'importe quel commerçant
110427,Vendre Aloe Vera à n'importe quel commerçant
110428,Vendre des arachides à n'importe quel commerçant
110429,Vendre des carottes sur n'importe quel commerçant
110430,Vendre des tournesols à n'importe quel commerçant
110431,Vendre des mangues à n'importe quel commerçant
110432,Vendre la canne à sucre sur tout commerçant
110433,Vendre du riz chez n'importe quel commerçant
110434,Vendre orange à n'importe quel commerçant
110435,Vendre des pommes de terre à n'importe quel commerçant
110436,Vendre des citrouilles à n'importe quel commerçant
110437,Vendre du thé à n'importe quel commerçant
110438,Vendre des pastèques chez n'importe quel commerçant
110439,Vendre Feverfew sur tout commerçant
110440,Vendre des poires sur tout commerçant
110441,Vendre des pêches à n'importe quel commerçant
110442,Vendre des graines de sésame à n'importe quel commerçant
110443,Vendre la laitue à n'importe quel commerçant
110444,Vendre Beetroot à n'importe quel commerçant
110445,Vendre de l'orge à n'importe quel commerçant
110446,Vendre le sorgho de tout commerçant
110447,Vendre des chiens à n'importe quel commerçant
110448,Vendre des poivrons verts à n'importe quel commerçant
110449,Vendre chou-fleur à n'importe quel commerçant
110450,Vendre des poireaux à n'importe quel commerçant
110451,Vendre des dates rouges sur tout commerçant
110452,Vendre des concombres sur tout commerçant
110453,Vendre de l'orge à n'importe quel commerçant
110454,Vendre des noix de coco à n'importe quel commerçant
110455,Vendre Canistel sur n'importe quel commerçant
110456,Vendre des pois à n'importe quel commerçant
110457,Vendre des bleuets à n'importe quel commerçant
110458,Vendre des fraises à n'importe quel commerçant
110459,Vendre des ananas à n'importe quel commerçant
110460,Vendre des cerises à n'importe quel commerçant
110461,Vendre lingzhi à n'importe quel commerçant
110462,Vendre des poivrons colorés à n'importe quel commerçant
110463,Élever le poulet sur le ranch
110464,Relever Redchisk sur le ranch
110465,Élevage de vache dans le ranch
110466,Élever des moutons dans le ranch
110467,Élever Tonton sur le ranch
110468,Nourrir les petits animaux dans le ranch
110469,Aller au ranch aux poulets de récolte
110470,Aller au ranch pour récolter des steaks crus
110471,Aller au ranch pour récolter la jambe d'agneau cru
110472,Aller au ranch à la récolte Tonton cru
110473,Trouver un commerçant agricole pour acheter des graines de canne à sucre
110474,Trouver des commerçants agricoles pour acheter des graines de tomates
110475,Trouver des commerçants agricoles pour acheter de minuscules graines de terrassement
110476,Trouver des commerçants agricoles pour acheter des graines de colza
110477,Trouver des commerçants agricoles pour acheter des graines de poivron
110478,Trouver des commerçants agricoles pour acheter des graines de raisin
110479,Trouver le commerçant de Ranch pour acheter du poulet
