id,马来语
60115,Pusat Pencipta >>
60116,"Gagal memuat naik maklumat peta, adakah anda mahu memuat naiknya semula?"
70000,Musim Bunga
70001,Baki aktiviti#c0ABA1D@1Hari#n
70002,"Acara telah bermula, banyak hadiah disediakan untuk awam"
70003,Tahap pembelian
70004,naik taraf
70005,Ganjaran
70006,Tugas
70007,Loteri
70008,Penjelasan
70009,Penjelasan dan terima
70010,"Anda akan membeli#c0AAA1A@1tahap#n, anda perlu membayar duit Koin mini#cFA7A0F@2#n"
70011,Berjaya pembelian tahap
70012,Anda perlu membayar#cfa7a0f@1#n@2
70013,Pembelian@1berjaya
70014,Penyelesaian yang tinggal:#cFFEE92@1Hari#n
70015,"1. Menyelesaikan tugas yang ditentukan akan memperoleh markah yang sesuai
 2. Setelah markah dikumpulkan ke angka yang diperlukan, mereka akan ditingkatkan secara automatik, ganjaran yang sesuai akan dibuka setelah peningkatan berjaya
 3. Beli Kad Yuexiang (hanya terdapat dalam RMB) untuk mendapatkan hadiah yang lebih kaya
 4. Ganjaran yang tidak dituntut akan disimpan selama 3 bulan, jika tidak diterima, ia akan dikosongkan
 5. Apabila tahap kad Yuexiang penuh, kad masih boleh ditingkatkan, dan lebihan mata dapat digunakan untuk menyertai Lucky Roulette untuk memenangi hadiah yang lebih jarang berlaku
 6. Anda dapat menaikkan taraf Kad Delight dengan membeli, tetapi setelah membeli dan menerima hadiah, markah wang mini dibayar tidak dapat dikembalikan, harap berhati-hati dalam perbelanjaan
 7. Tempoh acara ini adalah:@1-@2, sila cuba yang terbaik untuk menyelesaikan tugas dan memenangi hadiah utama!
 8. Hak penafsiran acara adalah milik MiniWorld rasmi"
70016,Pergi ke
70017,Kesejukkan
70018,1 minit lagi untuk tugas seterusnya
70019,Selesai@1kali
70020,Aktiviti baru belum bermula
70021,Penjelasan dan terima
70022,Markah akan diset semula setelah dibersihkan. Anugerah yang tidak dituntut akan dihantar ke gudang anda.
70023,Pertemuan Pertama
70024,Ketawa
70025,Domain saya
70026,maklumat hubungan saya
70027,Kacak
70028,Main bersama
70029,Tukang kebun
70030,Raja Pengiklanan
70031,Pencipta Dunia
70032,Kegembiraan
70033,Pemungut
70034,Pelanggan
70035,Penyiasat
70036,Perpaduan dan persahabatan
70037,Nini! Ratu kita!
70038,Hartawan Kayu
70039,Tunjuk
70040,Log Masuk@1/1
70041,Sertailah Bilik@1/1
70042,Buat Bilik@1/1
70043,Pengesahan nama sebenar
70044,Pengesahan Nombor Telefon
70045,Pengesahan e-mel
70046,Bantu rakan anda menyiram @1/1 kali
70047,Tonton iklan@1/1kali
70048,Mainkan mod kreatif pusingan@1/1selama 30 minit
70049,Main@1/2babak dan menangi mod pertempuran
70050,Koleksi@1/1keping peta
70051,Hantar blok ke peta@1/1kali
70052,Lihat pingat@1/1kali
70053,Tambah Rakan@1/1
70054,Gunakan Nini untuk bermain permainan cakera@1/1
70055,Gali@1/40kepingan kayu
70056,Hantar@1/1Berita
70057,Beli
70058,#cFFDA0A@1Lv@2-->#n#c5AEA0ALv@3#n
70059,"Tahniah, anda telah memenangi anugerah percuma#cff871b@1#n"
70060,Tahniah! anda telah memenangi anugerah Pass Kad (Perak)#cff871b@1#n
70061,Tahniah! anda telah memenangi anugerah Pass kad (Emas)#cff871b@1#n
70062,Pas kad
70063,Penerangan aktiviti
70064,Penerangan tugas
70065,Rolet bertuah
70066,Penjelasan
70067,"1. Dapatkan 2000 markah misi setiap minggu
 2. Mata yang sesuai dapat diperoleh setelah tugas selesai
 3. Sebelum tahap kad Yuexiang penuh, mata yang diperoleh hanya dapat digunakan untuk menaikkan taraf kad Yuexiang. Setelah tahap itu dicapai, lebihan mata dapat digunakan untuk mengambil bahagian dalam Lucky Roulette dan memenangi hadiah yang lebih jarang berlaku.
 4. Setelah tugas harian selesai, tugas akan masuk ke dalam penyejukan, dan setelah menyejukkan pada keesokan harinya, anda dapat menyelesaikannya lagi dan memperoleh mata"
70068,"1. Setelah tingkat kad Yuexiang penuh, markah tambahan dapat menyertai dalam Lucky Roulette, sejumlah markah akan digunakan untuk setiap penyertaan.
 2. Setelah acara selesai, kelebihan markah yang tidak digunakan dalam acara ini akan dihapus, dan anda tidak dapat mengambil bahagian dalam acara ini Good Luck Roulette"
70069,"1. Setelah penyelesaian, baki aktiviti terakhir yang tidak habis akan dibersihkan
 2. Setelah penyelesaian, jika anda mendapat ganjaran yang tidak dituntut dalam acara terakhir, kotak harta karun penyelesaian akan dihantar ke gudang anda. Pastikan gudang mempunyai sekurang-kurangnya 1 ruang
 3. Klik pada kotak harta karun untuk melihat hadiah yang belum diterima dalam aktiviti terakhir"
70070,"Markah anda telah mencapai had mingguan@1/@2, sila terus berusaha minggu depan"
70071,"Markah anda telah mencapai had bulanan@1/@2, harap terus bekerja keras bulan depan"
70072,Pengembara Mini yang terhormat: Musim sudah berakhir. Anda membeli@1 musim lalu. Hadiah telah diberikan kepada anda. Ingatlah untuk menuntutnya tepat pada waktunya. Selamat datang untuk terus mengambil bahagian dalam aktiviti ini dan memenangi hadiah.
70073,Markah semasa anda tidak mencukupi untuk menarik hadiah
70074,"Nombor versi terlalu rendah, sila tingkatkan versi permainan"
70075,"Penjelasan berjaya, telah dihantar ke e-mel anda"
70076,Markah
70077,Cabutan bertuah@1kali
70078,Penjelasan peti harta karun
70079,Tugas Battle Pass
70080,Tugas musim
70101,Pembunuh Hutan Hujan
70102,Pendeta penuai
70103,Penjelajah Hebat
70104,Penanam pokok buah
70105,Pergi melawat
70106,Pembasmi pepijat kecil
70107,Pasti lain kali
70108,Lihat! gashapon
70109,Hadiah yang tercinta
70110,Hadiah berpakaian
70111,Hadiah kustom
70199,Perubahan Tuah
70201,Bunuh Quetzalcoatl 1 kali
70202,Kalahkan 2 orang Hutan Hujan
70203,Pengembaraan haiwan kesayangan di rumah 1 kali
70204,Menanam 1 pokok buah di tanah air
70205,Melawati rumah orang lain 1 kali
70206,Tolong orang lain untuk membunuh serangga 1 kali
70207,Klik suka pada profil pemain lain x1
70208,Cabutan Bertuah Mall Gashapon 1 kali
70209,1 pakaian percuma
70210,Hadiah kustom 1kali
70211,1 cabutan buah emas
70299,@Null@
70301,Bunuh dewa ular bulu@1/1kali
70302,Pengembaraan kediaman haiwan peliharaan @1/10 kali
70303,Mainkan mod pertempuran@1/10inning dan menang
70304,Hantar blok ke peta@1/10kali
70305,Cabutan buah kecil@1/10kali
70399,@Null@
70400,Buka kunci lebih #cFFF000ganjaran#cFFFFFF
70401,(Tebus setelah menaik taraf)
70402,Tebus sekarang
70403,Kulit kekal · Berry
70404,Bingkai · Beri segar
70405,Custom DIY · Snow Rabbit Double Braid
70406,Adat DIY · skirt bengkak musim sejuk
70407,$ 18
70408,$ 68
70409,$ 118
70410,6
70411,Diskaun
70412,Naik taraf dengan segera:
70413,40
70414,$ 50
70415,Promosi Promosi Musim sekali
70416,Naik taraf
70417,Beli Season Pass dan
70418,Tingkatkan ke tahap @1 untuk menebus
70419,Tebus semua
70420,Percuma!
70421,Masa yang tinggal: @1
70422,Cabaran
70423,Masa yang tinggal untuk minggu ini: @1
70424,Naik taraf dengan segera ke tahap 40
70425,Anda boleh menerima ganjaran berikut dengan segera setelah membeli:
70426,Terhad
70427,Terhad hari ini
70428,Terhad musim
70429,Selesai
70430,Masa untuk membuka kunci:
70431,Naik taraf ke
70432,Beli Pas Nikmati untuk mendapatkan ganjaran bernilai
70433,@Null@
70434,Ke ganjaran
70435,EXP
70436,Hari
70437,Jam
70438,Minit
70439,Kedua
70440,Tukar produk ini memerlukan pembelian Season Pass untuk musim semasa
70441,"Pertukaran hari ini telah mencapai had atas, sila kembali esok."
70442,"Jumlah pertukaran musim ini telah mencapai batas atas, harap datang lagi musim depan."
70443,"Mata tidak mencukupi, penebusan gagal"
70444,"Musim baru telah bermula, sila masukkan semula"
70445,Tukar dengan @1 mata
70446,"1. Tugas itu dibahagikan kepada tugas mingguan dan tugas cabaran musim, dan menyelesaikan tugas itu dapat memperoleh pengalaman untuk meningkatkan tingkat kartu kegembiraan, dan menerima hadiah yang sesuai. #r 2. Beli Season Pass untuk membuka lebih banyak ganjaran, paket pengalaman pembelian untuk terus naik taraf ke tahap 40. #r 3. Setelah akhir musim, tahap Season Pass akan dihapus, sila tebus ganjaran dalam musim, sekali tamat tempoh, anda tidak akan dapat menerimanya. #r 4. Mata boleh ditukar di kedai untuk mendapatkan hadiah. Selepas akhir musim, mata tidak akan dihapus, dan dapat dikumpulkan hingga musim berikutnya untuk meneruskan pertukaran."
70447,"Penebusan berjaya, mendapat EXP pengalaman @1"
70448,Ribu
70449,Dapatkan lebih banyak pengalaman
70450,Menonton iklan untuk memperoleh 50 pengalaman
70451,Penolakan kejam
70452,Menonton sekarang
70453,Log masuk ini tidak diminta lagi
70454,#c31f474 Dimiliki #n
70455,Penyelenggaraan sistem
70456,"Operasi gagal, sila semak tetapan masa mesin, jika ia masih tidak dapat diselesaikan, sila hubungi Perkhidmatan Pelanggan."
70457,"Anda telah berjaya mengaktifkan perkhidmatan ini, sila jangan ulangi pembelian."
70458,Tyrinn
70459,Ahli entomologi
70460,Gema musim bunga
70461,Mata Jed
70501,"Berjaya digunakan, pengalaman kad kegembiraan meningkat sebanyak@1"
70502,Wah~ada ganjaran yang akan diterima
70503,Selesaikan tugas untuk mendapatkan lebih banyak hadiah
70504,"Sekarang, selesaikan tugas"
70505,Ganjaran
70506,Klik untuk meneruskan >>
70551,Jumlah bonus tidak dikira dalam jumlah tambah nilai
70552,Sudah tambah nilai:#cFFD71C@1#n/@2Koin Mini
70553,Hadiah eksklusif
70554,Kredit jumlah dan dapatkan kulit kekal eksklusif
70555,"Kumpulkan tambah nilah@1/@2jumlah Koin mini, dapatkan set khas eksklusif"
70556,Hadiah
70557,Kredit sekarang
70558,Pergi mengambil
70559,Pakaian kustom
70560,"Sekiranya hadiah berjaya diterima, hadiah akan diedarkan melalui e-mel, mungkin ada kelewatan tertentu, harap perhatikan untuk memeriksanya."
70561,Peniaga yang dijangka
70562,Masa muat semula seterusnya
70563,Tetapkan semula selepas@1hari
70564,Ganjaran pembelian terkumpul
70565,Tetapkan semula kedai
70566,Tetapkan semula produk di kedai berhajat sekarang
70567,Menonton iklan dapatkan Markah Mini
70568,Iklan tertinggal: @1
70569,Semua ganjaran ( Pasukan ganjaran akan tetapkan semula dalam:@1 )
70570,Pilih hadiah
70571,Tangkap 1 kali
70572,Tangkap 10 kali
70573,Hadiah semasa untuk dipilih
70574,Hadiah akan ditetapkan semula dalam@1
70575,Tahniah! Anda mendapat ganjaran berikut:
70576,Ganjaran Markah Mini
70577,Tonton hadiah iklan
70578,Habiskan@1mata
70579,Tonton@1kali
70580,Masa tetapkan semula
70581,Sahkan
70582,Tebus
70583,Dikumpulkan
70584,Anda diberkati oleh Dewi Rezeki anda mendapat jackpot
70585,"Kumpulkan sebilangan pertukaran barang di kedai harapan untuk mendapat hadiah tambahan. Jumlah pembelian dan hadiah tambahan akan ditetapkan semula secara berkala, untuk mengelakkan kerugian yang tidak dijangka, sila kumpulkan hadiah anda dengan segera."
70586,Barang baru
70587,Terbatas
70588,Terpilih
70589,Dimiliki
70590,Tidak dapat dikumpulkan berulang kali
70591,Tidak dapat mencari hadiah yang sesuai
70592,"Kumpulkan hadiah dengan berjaya, sila ke Kedai untuk mengesahkan"
70593,Tiada ganjaran yang dipilih
70594,Produk langganan Mini Coin
70595,#L #c0aaa1a Dasar Privasi #n
70596,#L #c0aaa1a Perjanjian Pembaharuan Automatik #n
70597,Melanggan
70598,Tidak dilanggan
70599,Tebus setiap kali
70600,Baki: @1 kali
70601,Kali seterusnya: @1
70602,Tamat tempoh langganan: @1
70603,Bonus langganan pertama
70604,Promosi langganan Mini Coin
70605,@1 dolar
70606,@1 dolar
70607,@1 dolar
70608,Langgan
70609,Tebus
70610,0.2
70611,Terima @1 Koin Mini setiap 30 hari
70612,Langganan bulanan
70613,@1 dolar / 30 hari
70614,Langganan Musim
70615,@1 dolar / 90 hari
70616,Langganan Separuh Tahun
70617,@1 dolar / 180 hari
70618,"Langganan musim, langganan separuh masa langganan setengah tahun"
70619,Sahkan
70620,Pilih
70621,Harga asal
70622,Butiran langganan
70623,"#cff3d2b Anda akan mengaktifkan perkhidmatan pembaharuan automatik. Selepas pengaktifan, anda bersetuju bahawa sebelum akhir tempoh masa untuk produk yang anda pilih, anda bersetuju bahawa kami akan memotong yuran pembaharuan dari akaun yang ditetapkan tanpa pengesahan. #N secara khusus termasuk yang berikut: #N Selepas melanggan, anda boleh menerima satu bulan Koin mini bulan. Dan dapatkan duit Koin mini setiap 30 hari selepas itu."
70624,#Langganan Produk cfa7a0f: #n
70625,#cfa7a0f Setiap kali menerima: #n
70626,#cfa7a0f Pembayaran: #n #CE0DCCA Sama seperti pembelian dalam aplikasi lain. #n
70627,#cfa7a0f Batalkan Langganan: #n #CE0DCCA Anda dapat melihat status langganan dalam aplikasi kapan saja dan mengubah langganan yang ingin dibatalkan.
70628,"#cfa7a0f Pembaharuan: #n #CE0DCCA Bayaran pembaharuan automatik pada akhir tempoh sah, kitaran langganan akan dilanjutkan untuk kitaran langganan lain setelah bayaran pembaharuan berjaya dibayar."
70629,#cfa7a0f Batalkan Langganan: #n #CE0DCCA Lihat Langganan dari aplikasi pembayaran yang anda pilih dan pilih langganan yang ingin anda batalkan.
70630,#L #c5aea0a Dasar Privasi #n
70631,#L #c5aea0a Baca dan setuju dengan perjanjian pembaharuan automatik #N
70632,Tutup
70633,Pembelian
70634,Kaedah pembayaran
70635,WeChat
70636,Anda perlu menyemak perjanjian pembaharuan automatik terlebih dahulu dan periksa untuk bersetuju.
70637,Langgan kejayaan
70638,"Anda berjaya melanggan Mini Coin Subscription, bulan pertama Mini Coin dapat ditebus. Sekiranya anda tidak dapat menebus sementara kerana kelewatan rangkaian, sila muat semula kemudian."
70639,Mini Coins bulan pertama boleh ditebus
70640,Sahkan
70641,Peringatan tamat tempoh langganan Mini Coin
70642,Perkhidmatan langganan Mini Coin anda telah tamat. Pergi dan perbaharui lebih banyak duit Koin mini.
70643,Perbaharui Sekarang
70644,Langgan Mini Coin
70645,Alipay
70646,#ceeeaff Advanced #n
70647,#cfffde1 Super #n
70648,Harga asal: @1 dolar / 90 hari
70649,Harga asal: @1 dolar / 180 hari
70650,@1 Koin Mini
70651,"Terdapat kelainan dalam rangkaian, mulakan semula."
70652,"Apabila anda membuka langganan siap ke WeChat atau platform pihak ketiga, WeChat atau platform pihak ketiga secara automatik akan menggunakan kitaran produk mengikut kitaran produk, pembaharuan ini tidak memerlukan anda. Sahkan semula. Sekiranya anda tidak perlu menggunakan perkhidmatan pembaharuan automatik, sila rujuk proses berikut: #R WeChat: Buka pelanggan mudah alih ""WeChat"" → klik ""I"" → pilih ""Pembayaran"" → klik ""..."" → Pilih ""tolak yuran di Perkhidmatan sudut kanan atas → Klik pada perkhidmatan untuk membatalkan yuran pembaharuan automatik → Pilih Tutup Perkhidmatan. #r Pengguna telefon bimbit Apple membuka ""Tetapan"" iPhone atau iPad secara manual → Pergi ke ""iTunes Store dan App Store"" → Klik ""Apple ID "", pilih"" Lihat ID Apple "", masukkan halaman Tetapan Akaun, klik"" Langgan "", pilih"" Perlu membatalkan langganan, batalkan langganan yang sesuai. #r Pengguna kedai aplikasi Huawei Klik ""Tetapan"" → Klik Pusat Akaun Huawei → Klik ""Pembayaran dan Bil"" → Klik ""Penghantaran Auto / Pembayaran Percuma"". Pilih ""Perlu membatalkan perkhidmatan Langgan, putar butang gelongsor ke kiri. #R Butiran Bonus: #r Untuk langganan 18 dolar, setiap kali anda mendapat 207 Koin Mini, dengan bonus 15%. #R Untuk langganan 38 dolar, setiap kali anda mendapat 456 Mini Coins, dengan bonus 20%. #r"
70653,@1 Peringatan Tamat Tempoh Langganan
70654,"Langganan anda telah tamat tempoh, sila perbaharui langganan anda untuk mendapatkan lebih banyak Koin Mini."
70655,Kepala ke Rumah - Ransel haiwan kesayangan untuk dilihat
70656,Keajaiban Mini
70657,Tawaran Masa Terhad
70658,Kotak cabutan bertuah
70659,Bagaimana untuk bermain
70660,Selepas pemulihan
70661,Terus mencabar
70662,Kemasukan percuma
70663,Mula mencabar
70664,Dilakukan sekarang
70665,@1 tahap kiri ~
70666,Oops! Menemui monyet kecil!
70667,Menyerah ganjaran
70668,Bermain dengannya
70669,Berikan kacang mini
70670,Yang tinggal
70671,Kali.
70672,Monyet kecil sangat gembira dan kembali semua ganjaran!
70673,Dan memberi anda ganjaran tambahan
70674,Kumpulkan ganjaran dan teruskan
70675,Wow! Ia adalah berkat Eva!
70676,Ia boleh digunakan untuk menahan monyet kecil di peringkat seterusnya ~
70677,Terus mencabar
70678,Kesan berkat EVA telah dicetuskan!
70679,Membantu anda mengusir monyet kecil
70680,Tinggalkan ganjaran
70681,Kumpulkan ganjaran dan teruskan
70682,Adakah anda pasti mahu berhenti?
70683,Dan juga
70684,Tutupnya dengan Ganjaran Lucky Draw Box!
70685,Ambil ganjaran dan cuti
70686,Terus mencabar
70687,Monyet kecil sangat gembira dan kembali semua ganjaran!
70688,Dan memberi anda ganjaran tambahan
70689,Kumpulkan ganjaran dan teruskan
70690,Monyet kecil merampas semua ganjaran
70691,Bermain lagi
70692,Tahniah!
70693,Berjaya membuka semua kotak cabutan bertuah!
70694,Terima ganjaran
70695,Sekali lagi
70696,Anda mempunyai stamina yang tidak mencukupi untuk mengambil bahagian dalam acara Box Lucky Draw. Klik butang di bawah untuk menonton iklan dan dapatkan peluang kemasukan percuma!
70697,Stamina yang tidak mencukupi
70698,Kemasukan percuma (@1 / @2)
70699,Kotak cabutan bertuah
70700,Anda boleh mendapatkan ganjaran atau berkat selepas dibuka
70701,Berhati-hati!
70702,Monyet kecil akan muncul dalam kotak cabutan bertuah
70703,Ia akan mengambil semua ganjaran anda!
70704,Mengejar monyet kecil
70705,Anda boleh menyimpan semua ganjaran ~
70706,Ralat parameter.
70707,Kesalahan tandatangan
70708,Kesalahan sistem
70709,Kesalahan operasi
70710,Tiada data
70711,Kesalahan konfigurasi
70712,Gagal menambah alat
70713,Pengesahan gagal
70714,Tidak cukup alat.
70715,Kali tidak mencukupi
70716,Stamina yang tidak mencukupi
70717,Telah mencapai tahap akhir
70718,Anda perlu memberi makan pisang ke monyet kecil untuk melangkau tahap ~
70719,Tiada masa respawn.
70720,Stamina penuh
70721,Tidak dalam jangka masa
70722,Acara Box Draw Lucky Meningkatkan Stamina Dengan 1 Point
70723,"Operasi terlalu kerap, sila cuba lagi nanti"
70724,Permintaan masa yang ditetapkan
70725,Sudah mendapat ganjaran
70726,Bilangan pembelian telah mencapai had
70727,"Tahap semasa adalah tahap bonus, jadi anda tidak akan menemui monyet kecil!"
70728,Kejutan eksklusif
70729,#c90205D Masa Tinggal: #n#cffe3dd@1#n
70730,Menonton iklan
70731,Dapatkan satu
70732,Menangkap sepuluh.
70733,Luangkan @1.
70734,@1 atau @2
70735,1 atau 10 helai
70736,"Baki akaun yang tidak mencukupi, Pembelian Pek Hadiah Gagal"
70737,Gagal membeli Pek Hadiah
70738,Countdown Tawaran Khas:
70739,"1. Pengembara mempunyai peluang untuk mencetuskan pek hadiah kejutan apabila mereka melengkapkan pelbagai tindakan permainan;
2. Setiap pek hadiah acara yang dicetuskan hanya boleh dibeli sekali, dan pek hadiah hilang selepas pembelian selesai;
3. Setiap pek hadiah kejutan mempunyai pemasa undur yang berasingan. Selepas undur, pek hadiah hilang. Jangan ketinggalan, setiap petualang!"
70740,Pratonton hadiah
70741,Tarik 1
70742,Tarik 10
70743,Progress koleksi telah diperbarui!
70744,Pilih tunggangan
70745,Progres Koleksi
70746,Waktu Online
70747,Beli Kupon Event
70748,Hadiah Bunga Api Energik x @1
70749,Dapatkan tunggangan
70750,Sila dapatkan @1 dahulu
70751,Alat yang tidak terkunci
70752,Buka kunci sekarang
70753,Sintesis segera
70754,boleh memperolehi props di dalam mesin tarikan mount kad. (Hiburan tepat dan penggunaan rational)
70755,@Null@
70756,@Null@
70757,@Null@
70758,@Null@
70759,@Null@
70760,@Null@
70761,@Null@
70762,@Null@
70763,@Null@
70764,@Null@
70765,@Null@
70766,@Null@
70767,@Null@
70768,@Null@
70769,@Null@
70770,@Null@
70771,@Null@
70999,@Null@
71001,Berkongsi dan memenangi hadiah kejutan mini
71002,#c657476Masa Acara:#n#c0aaa1afReset setiap Isnin#n
71003,Bilangan perkongsian minggu ini:#c0aaa1a@1 hari#n
71004,Berkongsi dengan rakan anda dan dapatkan bonus setiap hari
71005,"1. Acara ditetapkan semula setiap minggu pada hari Isnin. #r2. Bahagian pertama anda akan dikira dalam Jumlah Saham Harian. Setelah mencapai jumlah tertentu, anda dapat membuka ganjaran. Kemajuan akan ditetapkan semula setiap hari Isnin. #r3. Hadiah akhir akan dibuka setelah jumlah saham selama seminggu mencapai 7 hari."
71006,Saham pertama setiap hari untuk mendapatkan
71007,Pemberitahuan
71008,@Null@
71009,@Null@
71010,@Null@
71011,@Null@
71012,@Null@
71013,@Null@
71014,Bonus Pemula
71015,Promosi terhad
71016,Hadiah Biasa
71017,Kulit klasik. Promosi terhad
71018,Hanya tersedia selama 9 hari untuk akaun pemain baru
71019,Tunggangan popular. Promo eksklusif
71020,Hanya tersedia selama 9 hari untuk akaun pemain baru
71021,(Acara kiraan masa:#c03fea@1#n)
71022,Kulit klasik. Promosi terhad
71023,Hanya tersedia semasa acara berlangsung
71024,Tunggangan popular. Promo eksklusif
71025,Hanya tersedia semasa acara berlangsung
71026,Hadiah Utama
71027,Total 1 hari
71028,Total 3 hari
71029,Total 5 hari
71030,Total 7 hari
71031,Perjalanan@1@2telah tamat. Tunggangan dihapus
71032,Menonton iklan untuk respawn percuma
71033,Dapatkan barang kelangsungan hidup yang luar biasa
71034,Bertahan tanpa menjatuhkan barang
71035,Panas
71036,Baru
71037,Sila masukkan nombor telefon untuk menyambung ke akaun
71038,Sila masukkan alamat e-mel untuk menyambung ke akaun
71039,Peraturan
71040,"1. Pemain yang mengambil bahagian dalam acara boleh mendapatkan harga promo untuk membeli kulit di kedai#r
 2. Semua harga kulit promo akan kembali ke harga normal setelah acara berakhir#r
 3. Banyak bonus akan datang tidak lama lagi. Tunggu ketibaannya."""
71041,"Dapatkan 1 helai kulit dan 1 hadiah rawak di bawah: Kulit kekal atau 1 kad kulit percubaan (@1,@2,@3,@4)"
71042,Adakah anda ingin membuka Hadiah?
71043,Jumlah@1
71044,(hadiah tambahan@1)
71045,Beli@1dapat@2
71046,Dijamin
71047,Kekal
71048,Trial
71049,Guna sekarang
71050,Buka nanti
71051,Sila dapatkan Tunggangan level rendah terlebih dahulu
71052,@1: Anda miliki
71053,Nilai keberuntungan
71054,"Semakin tinggi nilai bertuah, semakin besar peluang mendapatkan kulit kekal; apabila nilai bertuah penuh, anda pasti akan mendapat kulit kekal."
75000,@Null@
75001,Pek Hadiah Masa Terhad Weekend
80000,@Null@
80001,@Null@
80002,Sternreise
80003,Miras
80004,Flamas
80005,Horas
80006,Semasa
80007,Pengenalan planet
80008,"Planet yang indah dengan pelbagai ekologi dan sumber yang kaya; ia mempunyai sejarah yang panjang dan menjadi buaian petualang sejak zaman kuno. #r#rPeringkat bahaya: #c0aaa1alow#n#rPersyaratan pelapor:#c0a7feflevel 1#n#r#rAktifkan konsol, selepas itu, bawa teleporter berdekatan untuk memulakan perjalanan."
80009,"Planet panas yang penuh dengan magma dan makhluk berbahaya. Menurut legenda, raksasa besar menempati pusat planet. #r#rDanger level:#cfa7a0fmedium#n#rPelawat keperluan:#cfa7a0flevel 2#n#rCadangan perjalanan:#cef2d2dclimate panas#n, disarankan untuk menyediakan ransel tahan api#r#r. Pergi ke planet, perlu menggunakan#c0aaa1aPeningkatan Komponen Jenis A#nuntuk menaik taraf teleporter (dikhabarkan bahawa bahan sintesis boleh didapati di Dataran Pulau Terapung)"
80010,"Planet dengan suasana yang tipis, malam sepanjang tahun. #rSumber biologi di planet ini jarang, tetapi dikhabarkan banyak mineral bermutu tinggi yang terkubur. #r#rTahap bahaya:#cef2d2dTinggi#n#rKeperluan teleporter:#cfa7a0flevel 2#n#r:#cef2d2dOksigen adalah Kelangkaan#n, disarankan untuk menyiapkan topeng oksigen#r#r untuk menuju ke planet, anda perlu menggunakan#c0aaa1aPeningkatan Komponen Jenis A#nuntuk menaik taraf teleporter (Dikabarkan bahawa bahan sintesis dapat dijumpai di Dataran Pulau Terapung)"
80011,Merancang!
80012,Sila gunakan teleporter terdekat untuk memulakan perjalanan planet
80013,@1-@2@3 stesen
80014,Pilih destinasi teleportasi
80015,"Lokasi:@1, tinggi@2"
80016,Kos:
80017,Ganti bintang
80018,Kirim
80019,Stesen bintang diaktifkan
80020,Sila pilih destinasi
80021,Pilih laman web
80022,Starlink terbuka dan siap dihantar
80023,Destinasi:@1
80024,Countdown:@1
80025,Teleportasi dijeda
80026,Tutup Starlink
80027,Terus teleportasi
80028,Tenaga stesen bintang tidak diaktifkan
80029,"Konsol yang diaktifkan tiada, sila gunakan teras tenaga untuk mengaktifkan konsol terdekat"
80030,Starlink tidak normal dan teleportasi terganggu
80031,Laman web tujuan tidak diaktifkan dan teleportasi gagal
80032,"Tahap teleporter tidak mencukupi, sila gunakan komponen Naik taraf untuk menaik taraf teleporter terlebih dahulu"
80033,Anda telah berjaya tiba di@1
80034,Anda dihantar oleh Starlink ke lokasi@1 yang tidak diketahui
80035,Kemaskini berjaya! Anda boleh pergi ke lebih banyak bintang dengan teleport!
80036,Pintu segi tiga
80037,Lokasi tidak diketahui
80038,Tidak diketahui
80039,"Teleporter sedang digunakan, sila cuba lagi nanti"
80040,"Pengaktifan berjaya, anda boleh memulakan perjalanan di teleporter terdekat~"
80041,Tindakan ini tidak dapat dilakukan di teleporter
80100,@Null@
80101,Heroes' Stele
80102,"Sacred Fruit dari Miras#r
 Hero's Sword dari Flamas#r
 Wisdom Stone Eye dari Horus#r
 Tiga kunci ini melepaskan kekuatan suci Mira, dan bayangan jahat mengungkapkan dirinya yang sebenarnya"
80103,Stele of Courage
80104,"Pahlawan tak kenal takut melawan kejahatan dan melindungi rumah mereka#r
 Pedang kemenangan menjadi suci dan jatuh di tanah api#r
 Behemoth datang dan menjaga harta karun dunia"""
80105,Stele of Wisdom
80106,"Pahlawan menutup Void Trio, dan bayangan kejahatan kabur di mana-mana#r
 Orang bijak mencari The Eye of Magic dan memantau hutan gurun yang tidak berpenghuni mencari bayangan hitam tersembunyi#r
 Letakkan Berlian, Malachite, Horas Copper, dan Horas Graviti di sekitar Patung Batu Horas untuk memanggil The Eye of Magic"
80107,Mencari Kota Api Kuno
80200,@Null@
80201,"Koordinat: (#ca16b00@1, @2)"
80202,Ketinggian: #ca16b00@1
80203,Hari #ca16b00@1#n
80204,Penanda diletakkan #ca16b00@1/@2
80205,Kelihatan kepada pemain lain
80206,Pemain lain boleh melihat lokasi anda pada peta
80207,Pemain lain tidak dapat melihat lokasi anda pada peta
80208,Penanda
80209,Tambah penanda
80210,Nama
80211,Gua
80212,bahan-bahan
80213,Bahan
80214,Tumbuhan
80215,Bijih
80216,Katil
80217,Rumah
80218,Corak
80219,Trek
80220,Padam
80221,Batalkan penjejak
80222,OK
80223,Titik respawn
80224,Mata kekalahan terakhir
80225,Stesen bintang diaktifkan
80226,penanda jam
80227,BOSS
80228,Portal
80229,Pedang Patah Api
80230,Kedudukan pemain
80231,Bagaimana untuk menambah penanda
80232,"Klik mana-mana kawasan kosong untuk muncul antara peletakan penanda, di mana boleh menetapkan corak dan nama penanda."
80233,"Bilangan penanda telah mencapai had, padamkan bahagian tersebut dan cuba tambahkan semula"
80234,Titik bertanda @1/@2
85000,@Null@
85001,@Null@
85002,Tawaran bintang*1
85003,Meninggalkan
