id,阿拉伯语
41620,خبرة
41621,عودة
41622,أكملت التحدي النهائي بنجاح لـ @1 وأكملت مغامرة الخريطة بالكامل! احصل على مكافأة
41623,تم استدعاء الحيوان الأليف مقدمًا أثناء المغامرة وسيعود إلى المنزل قريبًا
41624,لقد فشل التحدي لـ @1 مرة ، انتهت المغامرة مبكرًا. قم بتدريب أو تطوير حيواناتك الأليفة لتقوية قدراتها وزيادة معدل نجاح التحدي.
41625,بعد نفاد الطعام ، لم يعد لدى حيوانك الأليف الطاقة لمواصلة المغامرة. العودة إلى المنزل الآن.
41626,أكملت التحدي بنجاح بمعدل مرة واحدة@1 ، وحصلت على مكافآت
41627,تفضيلات الغذاء:
41628,لا تتطابق قدرات الدعامات مع متطلبات الخريطة
41629,تم استيفاء متطلبات الخريطة الحالية ، ويمكنك البدء في الاستكشاف دون حمل الدعائم. هل أنت متأكد أنك تريد إحضار هذه الدعامة؟
41630,قدرة الدعامة: @1
41631,متطلبات الخريطة: @1
41632,التحدي النهائي
41633,احصل على مكافآت مجزية بعد إكمال التحدي في نهاية المغامرة.
41634,تتطلب بعض الخرائط قدرات الحيوانات الأليفة الخاصة لتحديها. إذا كنت لا تملك حيوانات أليفة بهذه القدرات ، يمكنك إحضار الدعائم بدلاً من ذلك.
41635,تأكيد الإفراج عن حيوان أليف n#1@؟ ستتم إزالة الحيوانات الأليفة المفرج عنها من حقيبة ظهرك
41636,يمكن للحيوانات الأليفة ذات السعة العالية للوزن حمل المزيد من الأشياء أثناء المغامرة
41637,يمكن للحيوانات الأليفة ذات السرعة العالية تقصير وقت إتمام المغامرة
41638,الحيوانات الأليفة ذات القدرة العالية على التحمل ان تستهلك كميات أقل من الطعام أثناء المغامرة
41639,لا توجد دعائم تدريب في حقيبة الظهر ، اسرع وأرسل حيوانك الأليف للمغامرة
41640,لسوء الحظ ، لقد فشلت في التحدي
41641,إن تدريب حيوانك الأليف على زيادة نقاط مهاراته سيزيد من فرصة لنجاح التحدي
41642,أنت لا تملك حيوانًا أليفًا أو أن حيواناتك الأليفة في الحالة التالية : المغامرة/ الإرهاق ، انتقل إلى تاجر حيوانات اليفة للحصول على حيوان أليف جديد
41643,حيوان اليف للمغامرة
41644,الغاء القفل @1
41645,عرض الرحلة
41646,لا توجد عناصر في حقيبة الظهر الخاصة بك ، اذهب لعمل بعض العناصر في مكتب العمل
41647,لا يوجد طعام في حقيبة ظهرك ، اذهب لطهي بعض الطعام على الموقد
41648,افتح بعد المسح @1
41649,احتمالية المكافآت التالية:
41650,نقاط المهارة:
41651,يقوم بالمغامرة
41652,انتهى وقت الصلاة
41653,التالي
41654,العودة من المغامرة
41655,استدع
41656,الغاء الاستدعاء
41657,حدد واحدة لإحضارها إلى منزل الآخرين
41658,الغاء القفل في المستوى المنزلي @1
41659,استعراض الرحلة#L
41660,تحقق من الهدايا التي أعادها حيوانك الأليف
41661,سيُمنح كل تدريب للحيوان الأليف الحالي صفة عشوائية
41662,مسافة الرحلة: @1
41663,التخصصات المحلية
41664,لم يتم استكشاف هذه المنطقة
41665,اختر الحيوانات الأليفة لبدء المغامرة
41666,أدخل طعام المغامرة
41667,طعام المغامرة
41668,يحدد الطعام مسافة سفر حيوانك الأليف
41669,المستوى @1 المنزل مفتوح
41670,المغامرة قيد التقدم
41671,استدعاء
41672,الوقت المتبقي
41673,انت على وشك إيقاف هذه المغامرة ، ستفقد جميع عناصر المغامرة والمواد الغذائية المستهلكة ، تأكيد الاستدعاء
41674,جائزة او مكافاة
41675,يمكن أن يسمح طعام الحيوانات الأليفة الحالي للحيوانات الأليفة بالسفر بنسبة مسافة 1%@
41676,الرجاء اختيار حيوان أليف للمشاركة في المغامرة
41677,لقد وصلت إلى أعلى مرحلة
41678,لقد عاد
41679,تحميل
41680,التحمل
41681,المهارة المطلوبة
41682,الرجاء تحديد حيوان أليف
41683,أحضر طعامًا واحدًا على الأقل قبل المغادرة
41684,لم يستوفِ العنصر شرط المهارة للمغامرة ، غير قادر على البدء
41685,المرحلة التالية: @1
41686,الوزن: @1/ لكل منهما
41687,ثقل حمل الحيوان الأليف: @1/@2
41688,الطعام ثقيل جدًا ، ولا يمكن للحيوان الأليف حمله
41689,مستوى المنزل غير كافي ، غير قادر على بدء المغامرة
41690,غير قادر على بدء المغامرة ، تحتاج إلى إكمال المغامرة على الخرائط الأخرى
41691,الرجاء اختيار مادة تدريبية
41692,لا يمكن تحرير حيوان أليف في الوضع التالي ، يرجى إلغاء الاستدعاء
41693,حيوان اليف هدية
41694,تم استدعاء @1 من الحيوانات الأليفة بنجاح ، لن يشارك الحيوان الأليف التالي في المغامرة
41695,وفر @1 طاقة للمغامرة ، أضف @2 إلى الوزن
41696,حيوان أليف ل @1
41697,مغامرة التحدي
41698,سيؤدي الوصول إلى @1 من نقاط المهارة إلى منح فرصة أكبر للإكمال
41699,اكتمل مغامرة التحدي! احصل على المكافآت
41700,الطاقة: @1 لكل منهما
41701,نحن مجرد شركة صغيرة ، لذلك لا تساوم بعد الآن. صدقني ، أسعاري عادلة بالتأكيد!
41702,أسعاري أعلى من متوسط التاجر ، قم بالبيع بضاعتك لي ولن تندم!
41703,الرجاء ترك البضائع الخاصة بك معي! أعرف قناة مبيعات رائعة ستساعدك في الحصول على سعر جيد.
41704,على الرغم من أنه ليس كرمًا مثل داروين ، إلا أنه يمكنني أيضًا تقديم أسعار معقولة. إتفقنا أم لا؟
41705,لن تجد أبدًا سعرًا أعلى مما يمكنني تقديمه! الآن او ابدا
41730,@Null@
41750,مقاوم للحرارة
41751,قدرة جيدة على تبديد الحرارة ، مقاومة الجفاف ، رائعة للسفر عبر التضاريس الدافئة
41752,مقاومة البرد
41753,محصن ضد البرد ، رائع للسفر عبر التضاريس الباردة
41754,طيران
41755,وُلد مع القدرة على الطيران ، وهو رائع للعبور عبر التضاريس الجبلية
41756,تنقيب
41757,تسمح القوة الجبارة بالحفر خلال الصخور الصلبة
41758,الغوص
41759,يتحرك بحرية تحت الماء ، وهو رائع لاستكشاف المياه المجهولة التي تتطلب الغوص
41760,تحميل 1
41761,تحميل 2
41762,قوي جسديًا ، ويكتسب القدرة على رفع الأحمال الثقيلة ، ويسمح بحمل المزيد من العناصر أثناء المغامرة.
41763,السرعة 1
41764,السرعة 2
41765,رشيق بدنيًا ، ويكتسب زيادة بالسرعة ، ويقلل من المدة الزمنية للمغامرة
41766,القدرة على التحمل 1
41767,القدرة على التحمل 2
41768,قوي جسديًا ، واكتسب زيادة القدرة على التحمل ، واستهلك طعامًا أقل أثناء المغامرة
41769,تجربة التطور غير كافية
41770,القدرة على التعلم بسرعة واكتساب المزيد من الخبرة أثناء المغامرة
41771,نقاط المهارة 1
41772,نقاط المهارة 2
41773,جودة عامة ممتازة ، يمنح تعزيزًا للإحصائيات
41774,مغامر
41775,ولد مغامرا ، ولديه فرصة للتغلب على التحديات أثناء المغامرة حتى عندما لا توجد نقاط مهارة كافية.
41800,@Null@
41801,تل
41802,ساحل
41803,منجم
41804,جزيرة عائمة
41805,اليوم ، هل تحضر أي حيوانات أليفة للنزهة؟
41806,حيوانك الأليف في مغامرة
41807,أكمل حيوانك الأليف المغامرة. مهلا! ألق نظرة على ما أعادته.
41808,مواد المغامرة التي تم الحصول عليها:
41809,وقت المغامرة المتوقع \n @1: @2: @3
41810,الطاقة الغذائية: @1
41811,أضف المزيد من الطعام ، المغامرة الحالية لا تكفي للوصول إلى العقدة الأولى.
41812,٪ ... & * @(تكاد تنجح! فقط إذا كانت قيمة القدرة أعلى قليلاً.)
41813,¥٪ ~~~ @#@¥ *٪ * #¥ ... (جائع جدا ~~~ نفدت طاقته لمواصلة المغامرة.)
41814,الرجاء اختيار @1 نوع من الطعام
41815,حقيبة ظهر طعام
41816,الرجاء تحديد الكمية
41817,تم تحديد: @1
41818,يحدد الطعام الجاهز إلى أي مدى يمكنك المغامرة.
41819,يسمح الإمداد الغذائي الحالي للحيوانات الأليفة بالذهاب إلى @1٪ من الرحلة ، مما يؤدي إلى إزالة الحد الأدنى من العقدة @2.
41820,& *! * ...٪! (أوه نعم! تم مسحها!)
41821,الرجاء تحديد المبلغ المراد خصمه
41850,@Null@
41851,ليس لديك حيوان أليف حتى الآن ، اذهب إلى منزلك للحصول على واحد
41852,الذهاب الى المنزل
41853,الذهاب الى المتجر
41854,تم استدعاءه
41855,المغامرة قيد التقدم
41856,على وشك الخروج من الخريطة الحالية والذهاب إلى منزلك
41857,تم إلغاء الاستدعاء بنجاح وعاد الحيوان الأليف إلى منزله
41858,انقر لإلغاء الاستدعاء
41859,ليس لديك حامل حتى الآن ، اذهب للتسوق للحصول على حامل جديد
41860,"""على وشك الخروج من الخريطة الحالية والذهاب إلى منزلك
 (ملاحظة: إذا غادر المضيف القاعة ، فسيتم طرد جميع اللاعبين في الغرفة) """
41861,يتعلم
41862,مادة
41863,أدوات
41900,محل مزرعة
41901,مطبخ منزلي
41902,متجر المواد
41903,حرفي المنزل
41904,رئيس الطهاة
41905,تفكيك الأثاث
41906,تفكيك!
41907,ترويج الأثاث
41908,تفكيك للحصول على
41909,عدد النسخ
42000,@Null@
42001,#cfa7a0f @1 #n يدعوك إلى منازلهم
42002,منزل ل @1
42003,at1 من at2
42004,متاح للجميع
42005,متاح فقط للأصدقاء
42006,متاح لك فقط
42007,متاح بعد إدخال كلمة المرور
42008,كلمة مرور لخزانة الملابس
42009,أدخل كلمة المرور المكونة من 4 أرقام للفتح
42010,قام صاحب المنزل بإعداد إذن مشاركة خزانة الملابس ، يرجى الاتصال بمالك المنزل للحصول على إذن للاستخدام
42011,لا يوجد حيوان أليف في المنزل ، يرجى الاتصال بالمالك والذهاب إلى المتجر للحصول عليه
42012,لا يوجد حيوان أليف في المنزل ، يرجى الاتصال بالمالك والذهاب إلى المتجر للحصول عليه
42013,لا يوجد حيوان أليف في المنزل ، يرجى الاتصال بالمالك والذهاب إلى المتجر للحصول عليه
42014,إذن التفاعل
42015,التغيير ناجح ، هل تريد حفظ الزي الحالي؟
42016,لم يتم حفظ الزي الذي ترتديه حاليًا وستتم استعادته بعد خروجك من المنزل. هل تريد حفظ الزي المخصص؟
42300,@Null@
42301,تكوين المهمة غير موجود
42302,لا يمكن قبول المهمة
42303,المهمة غير مقبولة
42304,لم تكتمل المهمة
42305,لم يتم جمع مكافأة المهمة
42306,تمت المهمة
42307,تم جمع مكافأت المهمة
42308,خطأ في الرمز العام للمهمة
42309,الدورة التعليمية
42310,في البرنامج التعليمي
43000,بيع البذور وتعليم الزراعة!
43001,مرحبًا ، ماذا تريد أن تعرف عن المزرعة؟ \n بالمناسبة ، لا تنس استخدام المجرفة لحرث الأرض قبل زرع البذور.
43002,محل
43003,أريد معالجة الأسمدة
43004,أريد زيادة الحد الأعلى للأراضي الزراعية.
43005,أبيع البذور ذات الأسعار المعقولة ، كل هذا لكي تختاره.
43006,يمكنني أن أتناول أي محاصيل زائدة لديك ، وكن مطمئنًا ، والسعر عادل تمامًا.
43007,تريد زراعة محاصيل أسرع ، لا غنى عن الأسمدة. سيتم تسريع سرعة النمو بعد استخدام الأسمدة.
43008,طالما وصل مستوى منزلك إلى #cfa7a0f @1 #n ، يمكنني أن أعلمك كيفية توسيع المزيد من الأراضي الزراعية. بالطبع ، يأتي مع رسوم.
43009,هل تريد تربية حيوان؟ \n لا توجد مشكلة في التوسع!
43010,أهلا صديقي! أي طلب لتقديم؟
43011,محل
43012,هل يمكنك مساعدتي في معالجة الخلاصة؟
43013,أريد توسيع مزرعي
43014,هل تريد شراء بيضة مخلوق؟ فقط اختر أي شيء.
43015,لا تقلق ، أسعاري بسعر السوق ، لن تستفيد منك ، كن مطمئنًا.
43016,يساعد العلف الجيد الحيوانات على النمو ، تعال إلي لمعالجة العلف ، مما يضمن أنه أفضل من العلف المباشر.
43017,طالما وصل مستوى منزلك إلى #cfa7a0f @1 #n ، يمكنك أن تجدني لتوسيع المزرعة! بالنسبة للرسوم ، أتمنى أن تفهم أنه ليس من السهل إطعام فريق البناء ، ألا تقل ذلك.
43018,الرجاء استخدام موقد لطهي ~ \n يمكن بيع المحاصيل الزائدة لي.
43019,مرحبًا ~ أنا سعيد جدًا لأنك تزور متجري المتواضع. هل هناك اي شي تريده؟ \n إذا كنت ترغب في طهي الطعام ، يرجى استخدام الموقد المجاور لي ~
43020,محل
43021,هل هناك وصفة جديدة اليوم؟
43022,لعمل طبق جيد ، المكونات ضرورية! لقد طلبت للتو الكثير من المكونات هنا ، ومرحبًا بكم في الشراء ~
43023,اليوم يتم شراء #cfa7a0f @1 #n بسعر مرتفع بمبلغ محدود قدره 10 ~ ولكن أي شيء يزيد عن 10 لن تحصل على هذا السعر ، لاحظ ~
43024,اليوم ، تم استغلال فرصة الشراء الخاص ، تعال وإلقاء نظرة غدًا ~
43025,"الوصفة الموصى بها اليوم هي #cfa7a0f @1 #n ،
يمكن الاحتفاظ بالوصفات الزائدة ، وربما هناك استخدامات أخرى لها ~ "
43026,يمكنك أيضًا صنع الأثاث والدعائم هنا.
43027,ما هي المساعدة التي تحتاجها؟ \n إذا كنت ترغب في صنع أثاث أو مواد ، جرب طاولة العمل بجانبي.
43028,شراء المواد
43029,تفكيك الأثاث المنزلي
43030,أريد أن أرى أثاث ترويجي خاص
43031,لا تدع الأشياء الصغيرة دون رقابة ، لأنها قد تنمو وتؤدي إلى مشاكل كبيرة. تم اختيار هذه المواد هنا بعناية من قبلي ، فلا تتردد في إلقاء نظرة.
43032,بفضل مهارتي الحرفية ، يمكنني مساعدتك في تفكيك الأثاث المصنوع منزليًا الزائدة إلى مواد خام ، لكن بعض المواد ستتلف بالتأكيد ، فكن مستعدًا.
43033,لا يبدو أن لديك أي أثاث منزلي الصنع في حقيبة ظهرك ، اذهب إلى طاولة العمل وصنع بعضًا منه.
43034,مع شبكتي ، يمكنك العثور على عدد قليل من الأثاث الخاص بأسعار معقولة كل يوم. تعال للتسوق كل يوم.
43035,يطبخ
43036,لقد تعلمت تمامًا كيفية الزراعة ، وليس لدي أي شيء آخر أعلمك إياه.
43037,أخي ، المزرعة قد توسعت إلى الحد الأقصى ، لا يمكن أن تستمر في التوسع!
43038,هذا الأثاث به مواد متبقية بعد تفكيكه ، ولا يوجد شيء يمكنني القيام به للتوحش.
43039,تفكيك للحصول على #cfa7a0f @1 #n
43040,أثاث جديد هنا!
43041,تمّ شراء #cfa7a0f @1 #n
43042,تم بيع هذه المجموعة من الأثاث ، تعال وإلقاء نظرة غدًا.
43043,تريد زراعة محاصيل أسرع ، لا غنى عن الأسمدة. تعال إلي ، واشتري بعض الأسمدة مرة أخرى لاستخدامها ، وتأكد من أن المحاصيل تنمو بسرعة مرة أخرى.
43044,تعتبر العلف الجيد أمرًا رائعًا لنمو المخلوقات ، لذا تعال إلى هنا لشراء بعضها لضمان نمو الحيوانات في المزرعة بسرعة.
43300,@Null@
43301,يوجد حاجز أمام الموقد ، غير قادر على الطهي.
43302,يستخدم لاعبون آخرون موقدًا ، غير قادرين مؤقتًا على الطهي
43303,إنتاج ناجح #cE0DCCA في @1 ضرب @2
43304,إنتاج ناجح #c0aafff في @1 ضرب @2
43305,إنتاج ناجح #cda6fff في @1 ضرب @2
43306,إنتاج ناجح #cFA7A0F في @1 ضرب @2
44000,@Null@
44001,وصفة يومية
44002,نجاح الشراء!
44003,مملوكة: @1
44004,المواد المطلوبة
44005,نفذ
44006,لا يوجد المزيد من الوصفات ، تعال وإلقاء نظرة غدًا ~
44007,تعلمت
45000,تحرير الصفحة الرئيسية
45001,الخروج من وضع التحرير
45002,تحرير المنزل ...
45003,فارغة
45004,حفظ الخطة
45005,خطة الاستبدال
45006,تحطم تأخر
45007,خطة البناء @1
45008,حفظ خطة البناء
45009,يحفظ
45010,عدد مخططات البناء ممتلئ ، يرجى الحفظ مرة أخرى بعد المقاصة
45011,استبدال خطة البناء
45012,توفير الوقت: @1
45013,لم تقم بحفظ أي خطة بناء بعد
45014,تطبيق خطة البناء هذه؟ \n(سيتم استبدال مبنى المنزل الحالي بهذا المبنى)
45015,هل تريد حذف خطة البناء هذه؟
45016,#G * لديك مواد بناء كافية لتطبيق خطة البناء مباشرة
45017,#R * حاليًا ، لديك مواد بناء غير كافية ، سيتم استبدال الأجزاء المفقودة بكتل من التربة عند تطبيق خطة البناء.
45018,لديك مواد بناء غير كافية ، والتي تم استبدالها بكتل التربة.
45019,تستخدم رو بشكل متكرر ، يرجى المحاولة مرة أخرى بعد ثانية واحدة
45020,هل تريد تفريغ بناء المنزل الحالي؟ \n(يوصى بحفظ خطة البناء الحالية أولاً لمنع الخسارة)
45021,لا تعبث مع منزل الآخرين.
45022,@Null@
45023,@Null@
45024,@Null@
45025,@Null@
45026,@Null@
45027,@Null@
45028,@Null@
46000,@Null@
46001,@Null@
46002,الصفحة الرئيسية XP
46003,#L #cFA7A0F كيفية رفع المستوى
46004,المستوى الحالي:
46005,@1 XP مطلوب لرفع المستوى
46006,وصل
46007,لم تصل بعد
46008,تيار
46009,المرحلة التالية
46010,يسترد
46011,مخلص
46012,جديد
46013,حد كمية الحيوانات الأليفة
46014,الحد الأعلى لكمية الأراضي الزراعية
46015,الحد الأقصى لكمية المخلوقات
46016,الحد الأعلى لمنطقة التوسع
46017,أنواع البذور المتاحة للشراء
46018,نوع المخلوق متاح للشراء
46019,عدد خريطة المغامرة
46020,مستوى المنزل يصل!
46021,تم زيادة الحد الأعلى!
46022,إفتح وظيفة!
46023,استرداد المكافأة
46024,متفاخر
46025,مستوى المنزل غير الكافي ، قم بزيادة الحد الأقصى لعدد الحيوانات الأليفة بعد المستوى الأعلى
46026,متطلبات المستوى: #cef2d2d @1 #n / @2
46027,افتح المستوى التالي
46028,اذهب لتربية المخلوقات
46029,أرسل مغامرة الحيوانات الأليفة
46030,تدريب / تطوير الحيوانات الأليفة
46031,اذهب إلى الأراضي الزراعية
46032,(اكتساب الخبرة أثناء الحصاد)
46033,(اكتساب الخبرة أثناء الإنجاز)
46034,قم بشراء بيضة مخلوق من تاجر المزرعة ، وضعها في منطقة المزرعة ؛ يمكن أن يؤدي إطعامهم بنوع العلف المفضل لديهم إلى تسريع نموهم
46035,"بعد شراء الحيوانات الأليفة من متجر الحيوانات الأليفة ، أرسل الحيوانات الأليفة في مغامرة في ""مغامرة الكابيتن""  (تحضير الطعام المفضل للحيوان الأليف مسبقًا)"
46036,تريد أن تتحدى مغامرات أكثر صعوبة؟ هل تريد الحصول على مظهر مختلف للحيوانات الأليفة؟ اذهب إلى عش الحيوانات الأليفة لتدريب حيوانك الأليف.
46037,بعد استخدام المجرفة لحرث الأرض ، قم بشراء البذور من تاجر المزرعة، وزرع البذور في المزرعة ؛ استخدام الأسمدة للتسريع
46038,كيفية الارتقاء بالمستوى
46039,تمت ترقية عش الحيوانات الأليفة إلى المستوى الأقصى ، ولا يمكنه استيعاب المزيد من الحيوانات الأليفة.
46040,مكافأة المستوى
46041,تمت ترقيته إلى المستوى الأقصى!
46042,تهانينا لتلقي مكافأة رفع المستوى
46043,أنا @1! ارتفع مستوى المنزل إلى المستوى @2
46100,رائد
46101,رائد متمرس
46102,خبير رائد
46103,متدرب بستاني
46104,بستاني من ذوي الخبرة
46105,بستاني شامل
46106,حرفي المنزل
46107,حرفي متقدم
46108,حرفي شامل
46109,سيد البستنة
46110,خبير البستنة
46111,خبير البستنة
46112,مالك منزل جديد
46113,صاحب المنزل الصاخب
46114,مالك المنزل الغني
46115,مانور
46116,جريت مانور
46117,قصر أسطوري
46118,رسول الأرض
46200,@Null@
50000,@Null@
50001,الرجاء تحديد لغة الترجمة
50002,حروف. لوح اسود
50003,توصيل
50004,اسم الخريطة والوصف
50005,مقدمة إطلاق الخريطة
50006,اسم الفريق
50007,نص التشغيل
50008,تمت الترجمة بنحاح
50009,فشل في الترجمة
50100,@Null@
50101,توصية شائعة للخريطة
50102,اخفاء لهذا اليوم
50103,خريطة
50104,لا توجد كلمات رئيسية تتجه الآن
50105,سجل البحث فارغ
50106,ليس لديك أي مجموعة. الذهاب إنشاء واحد الآن.
50107,يرجى تحديد المشكلة التي تواجهها
50108,يحتاج العالم المصغر إلى إشارة هاتفك وأذونات حالة الشبكة لتزويدك بخدمات ومحتويات أفضل.
50109,السماح للعالم المصغر بالحصول على معلومات حالة هاتفك؟
50110,نظرا لأنك رفضت أن تعطينا إذن من حالة الهاتف المحمول، فلن تتمكن اللعبة من تزويدك بتوصيات وخدمات محتوى أكثر دقة. هل ترغب في إعادة النظر في ذلك؟
50111,للحصول على توصيات وخدمات محتوى أكثر دقة، يرجى الانتقال إلى الإعدادات وتغيير إعدادات إذن حالة المجموعة.
50112,تحتاج اللعبة إلى معرفة موقعك من أجل تزويدك بمحتوى وخدمات اللعبة بشكل أفضل، لذلك نحتاج إلى الحصول على أذونات معلومات الموقع.
50113,اسمح للعالم المصغر بالحصول على معلومات موقعك؟
50114,نظرا لأنك رفضت منحنا إذن معلومات الموقع، فلن تتمكن اللعبة من تزويدك بتوصيات وخدمات محتوى أكثر دقة. هل ترغب في إعادة النظر في ذلك؟
50115,للحصول على توصيات وخدمات محتوى أكثر دقة، يرجى الانتقال إلى إعدادات وتغيير إعدادات الموقع.
50116,تتطلب اللعبة استخدام الكاميرا لتمكين وظيفة رمز المسح الضوئي لإضافة أصدقاء، لذلك نحتاج إلى الحصول على أذونات الكاميرا.
50117,اسمح للعالم المصغر باستخدام الكاميرا؟
50118,نظرا لأنك رفضت إعطاء إذن الكاميرا لنا، فلن يتوفر رمز المسح الضوئي لإضافة وظيفة الأصدقاء. هل ترغب في إعادة النظر في ذلك؟
50119,لاستخدام رمز المسح الضوئي لإضافة وظيفة الأصدقاء، يرجى الانتقال إلى الإعدادات وتغيير إعدادات إذن الكاميرا.
50120,تحتاج اللعبة إلى استخدام ألبوم الصور لفتح وظيفة تخصيص الغطاء، لذلك نحتاج إلى الحصول على إذن ألبوم الصور.
50121,اسمح للعالم المصغر بالوصول إلى ألبوم الصور الخاص بك؟
50122,نظرا لأنك رفضت أن تعطينا إذن الألبوم، فإن وظيفة تحميل الأغطية المخصصة لن تكون متاحة. هل ترغب في إعادة النظر في ذلك؟
50123,لاستخدام وظيفة تحميل غطاء مخصص، يرجى الانتقال إلى الإعدادات وتغيير إعدادات إذن الألبوم.
50124,تحتاج اللعبة إلى استخدام MCFun لفتح وظيفة الدردشة الصوتية، لذلك نحتاج إلى الحصول على أذونات الميكروفون.
50125,هل المسموح بالميكروفونات في عالم صغير؟
50126,نظرا لأنك رفضت منحنا إمكانية الوصول إلى ميكروفون، فلن تكون وظيفة الدردشة الصوتية متاحة. هل ترغب في إعادة النظر في ذلك؟
50127,لاستخدام وظيفة الدردشة الصوتية، انتقل إلى الإعدادات وتغيير إعدادات إذن الميكروفون.
50128,عذرا ، الخدمة غير متوفرة مؤقتا في منطقتك.
50129,@Null@
50130,@Null@
50131,@Null@
50132,@Null@
50133,@Null@
50134,استخدام كل
50135,مواصلة اللعبة
50136,طلب إذن مرة أخرى
50137,يكمل
50138,طلب مرة أخرى
50139,طلب إذن
50140,طلب الاذن مرفوض
50141,سبعة أيام
50142,مبتدئ
50143,مهمة العد التنازلي:
50144,انتهى الحدث ~
50145,إكمال المهام n (n / n) لاستلام مجموعة الصورة الرمزية المخصصة الدائمة (اختر واحدة من ثلاثة)
50146,الدعائم المهمة:
50147,خطأ نموذج نموذج مخصص
50148,يتم تحديث المهمة في الساعة  كل يوم، عجلت وتقدم المهمة
50149,العد التنازلي #c1b9e1e٪ S٪ S ساعات٪ S الدادة #n
50150,خطأ في مهمة الجلد
50151,إكمال #cda5b0a٪ S#N المهام (٪ s /٪ s)
50152,أيام٪ ثانية المتبقية
50153,٪ s الساعات المتبقية
50154,مجموعة مجانية
50155,تقدم
50156,غير طبيعي
50157,الفرقة ذات الأولوية
50158,غير قادر على إنشاء. الصورة الرمزية التي حددتها غير صالحة. الرجاء إدخال اللعبة باستخدام الإصدار الرسمي.
50159,هذا اللقب مأخوذ. يرجى التغيير إلى واحدة جديدة.
50160,هذا اللقب طويل جدًا. يرجى تقصيرها وحاول مرة أخرى.
50161,اللقب غير صالح. حاول مرة اخرى.
50162,الرجاء إدخال اسم الشهرة
50163,لا يزال لديك مكافآت لتطالب بها ~
50164,تهانينا ، لقد أكملت المهمة التراكمية. احصل على الصورة الرمزية الخاصة بك الآن!
50165,مكافأة الجلد
50166,الشبكة الحالية غير طبيعية. غير قادر على الانضمام إلى الخريطة. عد إلى اللعب المتعدد وحاول مرة أخرى.
50167,التحديث
50168,خطأ في تلقي المكافأة
50169,العملية الحالية متكررة، يرجى المحاولة مرة أخرى لاحقا ~
50170,مهمة مكافأة المطالبة مع المعلمة طلب خطأ
50171,خطأ في البيانات
50172,انتهت المهمة
50173,مكافأة المطالبة
50174,الفاشلة غير الكافية لباس مخصص، حفظ
50175,مطالبة
50176,تحميل مؤقت ...
50177,تحميل، يرجى التحلي بالصبر ...
50178,تحميل الخريطة اكتمال
50179,بيانات إعادة تكوين المهام لاعب فارغة
50180,انتهت صلاحية الوقت التعليمي
50181,خطأ في ترتيب المهام
50182,مهام العودة
50183,مهام البرنامج التعليمي
50184,تهانينا على إكمال المهمة التعليمية
50185,(فقط لخريطة قالب التعلم)
50186,(شراء خريطة القالب)
50187,انتهت مهلة الاتصال بها. الرجاء معاودة المحاولة في وقت لاحق.
50188,هذا هو العالم الذي أنشأته للتو
50189,يمكن العثور على عالم جديد هنا
50190,يمكنك إنشاء عالمك هنا
50191,لا أصدقاء
50192,لا زيارة من صديق
50193,لا أخبار
50194,لا مفضلات
50195,لا مجموعات
50196,@Null@
50197,@Null@
50198,@Null@
50199,@Null@
50200,@Null@
50201,تأخير الشبكة
50202,عزيزي @ 1
50203,لقد أوصينا لك بخريطة مثيرة للاهتمام. جربه الآن! (سيتم حفظ هذه الخريطة تلقائيًا)
50204,انقر للانضمام إلى المزيد من الألعاب
50205,يدعوك @1 للعب @2 معًا!
50206,يشاركك @1 خريطة شيقة. تعال لنلعب Mini World!
50207,يدعوك @1 إلى ممارسة اللعبة.
50208,يلعب صديقك @2 في Mini World. انضم الآن!
50209,الكثير يلعبون! انضم إليهم الآن!
50210,خدمة
50211,وضع اللاعب الفردي يدعم خرائط اللاعب الفردي فقط. يرجى الاتصال بالإنترنت وإعادة تشغيل اللعبة لاستخدام جميع الوظائف.
50212,"سيؤدي الخروج من وضع اللاعب الفردي إلى إعادة تشغيل اللعبة. يرجى التأكد من اتصالك بالإنترنت.
هل أنت متأكد أنك تريد الخروج؟ (تحتاج أجهزة iOS إلى الإغلاق يدويًا)"
50213,لا يمكن حفظه. لا يوجد وصول إلى المعرض. يمكنك نسخ كلمة المرور ولصقها في مكان آمن.
50214,وقت الحدث: x x - x x
50215,محدود: xx min xx sec
50216,مشاهدة الإعلانات
50217,يدعون الآن
50218,بعد المطالبة ، سيتم تجميع إجمالي الدخل مرة أخرى. تذكر أن تعود إلى Mini Point غدًا!
50219,فشل الانضمام إلى الخريطة. يرجى التحقق من الشبكة الخاصة بك وحاول مرة أخرى.
50220,الخريطة ممتلئة. الرجاء معاودة المحاولة في وقت لاحق.
50221,غير قادر على الانضمام إلى الغرفة. المضيف وضعك في القائمة السوداء.
50222,طردك المضيف من الغرفة.
50223,تفعيل Season Pass
50224,فعّل واحصل على مكافآت محدودة الموسم. هل تريد تفعيله؟
50225,قم بتنشيط Season Pass + Upgrade Pack
50226,قم بتنشيط Season Pass + Upgrade Pack للحصول على المزيد من المكافآت والخبرات المحدودة. هل أنت متأكد أنك تريد التنشيط الآن؟
50227,شراء حزمة الترقية
50228,قم بشراء حزمة الترقية للترقية إلى المستوى 40 فورًا والحصول على الكثير من المكافآت. هل أنت متأكد أنك تريد التنشيط الآن؟
50229,حساب الضيف الحالي
