id,越南语
70649,Giá gốc: @1 đô la / 180 ngày
70650,@1 Xu Mini
70651,"Có sự bất thường do mạng, vui lòng khởi động lại."
70652,"Khi bạn mở đăng ký sẵn sàng cho WeChat hoặc nền tảng bên thứ ba, WeChat hoặc nền tảng bên thứ ba sẽ tự động sử dụng sản phẩm theo chu kỳ sản phẩm, việc gia hạn này sẽ không cần bạn xác nhận lại lần nữa. Nếu bạn cần hủy sử dụng dịch vụ gia hạn tự động, vui lòng tham khảo quy trình sau: #R WeChat: Mở ứng dụng di động ""WeChat"" → nhấp vào ""Tôi"" → chọn ""Thanh toán"" → nhấp vào ""..."" → Chọn ""khấu trừ phí trong góc trên bên phải Dịch vụ → Nhấp vào dịch vụ để hủy phí gia hạn tự động → Chọn Đóng Dịch vụ. #r Người dùng điện thoại di động Apple mở iPhone hoặc iPad ""Cài đặt"" theo cách thủ công → Đi tới ""iTunes Store và App Store"" → Nhấp vào ""Apple ID "", chọn"" Xem ID Apple "", vào trang Cài đặt tài khoản, nhấp vào"" Đăng ký "", chọn"" Cần hủy đăng ký, hủy đăng ký tương ứng. #r Người dùng cửa hàng ứng dụng Huawei Nhấp vào ""Cài đặt"" → Nhấp vào Trung tâm tài khoản Huawei → Nhấp vào ""Thanh toán và hóa đơn"" → Nhấp vào ""Giao hàng tự động / Thanh toán miễn phí"". Chọn ""Cần hủy dịch vụ Đăng ký, xoay nút trượt sang trái. #R Chi tiết Tiền thưởng: #r Đối với đăng ký 18 đô la, mỗi lần bạn nhận được 207 Đồng xu nhỏ, với phần thưởng là 15%. #R Đối với đăng ký 38 đô la, mỗi lần bạn nhận được 456 Mini Coin, với phần thưởng là 20%. #r"
70653,@1 Lời nhắc hết hạn đăng ký
70654,"Đăng ký của bạn đã hết hạn, vui lòng gia hạn đăng ký của bạn để nhận thêm Xu Mini."
70655,Đi đến Nhà - Ba lô thú cưng để xem
70656,Phép Màu Mini
70657,Thời gian xuất hiện có hạn
70658,Hộp Rút Quà May Mắn
70659,Cách chơi
70660,Sau khi hồi phục
70661,Tiếp tục thử thách
70662,Vào cửa miễn phí
70663,Bắt đầu thử thách
70664,Tạm thời xong
70665,@1 levels còn lại
70666,U là trời! Chạm mặt với một con khỉ nhỏ rồi!
70667,Từ bỏ phần thưởng
70668,Chơi với nó
70669,Cho nó đậu Mini
70670,Còn lại
70671,Lần
70672,Con khỉ nhỏ rất hạnh phúc và trả lại tất cả giải thưởng!
70673,Và cho bạn thêm một phần thưởng
70674,Thu thập giải thưởng và tiếp tục
70675,Quào! Là lời chúc phúc của Eva!
70676,Có thể sử dụng nó để chống lại con khỉ nhỏ ở level tiếp theo~
70677,Tiếp tục thử thách
70678,Lời chúc phúc của Eva đã được kích hoạt
70679,Giúp bạn đuổi con khỉ nhỏ đi
70680,Để lại một giải thưởng
70681,Thu thập giải thưởng và tiếp tục
70682,Bạn có chắc muốn thoát chứ?
70683,Và hơn nữa
70684,Đóng nó về phần thưởng của hộp rút quà may mắn
70685,Lấy phần thưởng và rời đi
70686,Tiếp tục thử thách
70687,Con khỉ nhỏ rất hạnh phúc và trả lại tất cả giải thưởng!
70688,Và cho bạn thêm một phần thưởng
70689,Thu thập giải thưởng và tiếp tục
70690,Con khỉ nhỏ cướp hết toàn bộ phần thưởng
70691,Chơi lần nữa
70692,Chúc mừng!
70693,Thành công mở được tất cả hộp rút quà may mắn
70694,Đạt được phần thưởng
70695,Lần nữa
70696,Bạn không có đủ thể lực để tham gia vào sự kiện Hộp Rút Quà May Mắn. Ấn vào nút bên dưới để xem quảng cáo và đạt được một lần lần vào miễn phí
70697,Thể lực không đủ
70698,Vào miễn phí (@1/@2)
70699,Hộp Rút Quà May Mắn
70700,Bạn có thể nhận phần thưởng hoặc lời chúc phúc sau khi mở
70701,Cẩn thận!
70702,Một con khỉ nhỏ sẽ xuất hiện trong hộp rút quà may mắn
70703,Nó sẽ lấy toàn bộ phần thưởng của bạn đi
70704,Đuổi con khỉ nhỏ đi
70705,Bạn có thể giữ lấy toàn bộ phần thưởng~
70706,Lỗi tham số
70707,Lỗi chữ ký
70708,Lỗi hệ thống
70709,Lỗi hoạt động
70710,Không có dữ liệu
70711,Lỗi cấu hình
70712,Thêm vật phẩm thất bại
70713,Quá trình xác thực thất bại
70714,Không có đủ vật phẩm
70715,Không đủ lần
70716,Không đủ thể lực
70717,Đã đạt đến level cuối cùng
70718,Bạn phải cho con khỉ nhỏ ăn chuối để bỏ qua level
70719,Không có lần hồi sinh
70720,Thể lực đã đầy
70721,Không trong phạm vi thời gian
70722,Sự kiện Hộp Rút Quà May Mắn tăng 1 điểm thể lực
70723,"Thao tác quá liên tục, vui lòng thử lại sau"
70724,Thời gian yêu cầu đã hết
70725,Reward đã nhận
70726,Số lượng mua đã đạt giới hạn
70727,"Level hiện tại là level được tặng kèm, nên bạn sẽ không gặp phải con khỉ nhỏ đâu!"
70728,"Độc quyền bất ngờ
"
70729,"#c90205D Thời gian làm mới: #n #cffe3dd @1 #n
"
70730,Xem QC
70731,"Lấy một cái
"
70732,Lấy 10 cái
70733,Tiêu @1
70734,@1 hoặc @2
70735,"1 hoặc 10 tờ
"
70736,"Không đủ số dư tài khoản, mua gói quà tặng không thành công"
70737,Không mua được gói quà
70738,Đếm ngược ưu đãi đặc biệt:
70739,"1. Các nhà thám hiểm có cơ hội kích hoạt một gói quà bất ngờ khi họ hoàn thành các hành động trò chơi khác nhau; 
2. Mỗi gói quà sự kiện được kích hoạt chỉ có thể được mua một lần và gói quà sẽ biến mất sau khi mua xong; 
3. Mỗi gói quà bất ngờ có một đồng hồ đếm ngược riêng biệt. Sau khi đếm ngược, gói quà sẽ biến mất. Đừng bỏ lỡ nó, mọi nhà thám hiểm than mến!
"
70740,Xem trước phần thưởng
70741,Rút 1
70742,Rút 10
70743,Tiến độ thu thập đã được cập nhật!
70744,Chọn thú cưỡi
70745,Tiến độ thu thập
70746,Thời gian trực tuyến
70747,Mua phiếu giảm giá sự kiện
70748,"Quà tặng pháo hoa năng lượng x @1
"
70749,Nhận thú cưỡi
70750,Vui lòng nhận @1 trước
70751,Các mặt hàng đã mở khóa
70752,Mở khóa ngay bây giờ
70753,Tổng hợp ngay
70754,"Mở khóa đạo cụ có thể nhận được trong máy rút thẻ thú cưỡi. (Giải trí thích hợp và chi tiêu hợp lý)
"
70755,@Null@
70756,@Null@
70757,@Null@
70758,@Null@
70759,@Null@
70760,@Null@
70761,@Null@
70762,@Null@
70763,@Null@
70764,@Null@
70765,@Null@
70766,@Null@
70767,@Null@
70768,@Null@
70769,@Null@
70770,@Null@
70771,@Null@
70999,@Null@
71001,Chia sẻ và giành phần thưởng với Mini Surprises
71002,#cfa7a0fThời gian sự kiện: Đặt lại vào Thứ Hai hàng tuần #n
71003,Tổng lượt chia sẻ tuần này: #c0aaa1a@1ngày#n
71004,Chia sẻ với bạn bè và nhận thưởng hàng ngày
71005,"1. Sự kiện đặt lại vào cuối mỗi tuần: Đặt lại vào Thứ Hai #r2. Chia sẻ đầu tiên của bạn hàng ngày sẽ được thêm vào Số lượt chia sẻ hàng ngày, khi đạt đến số lượt yêu cầu, sẽ mở khóa các phần thưởng có liên quan. Tiến độ sẽ được đặt lại vào thứ Hai hàng tuần. #r3. Đạt được 7 lượt Chia sẻ hàng ngày trong tuần để mở khóa phần thưởng cuối cùng."
71006,"Chia sẻ 
lần đầu mỗi ngày để nhận"
71007,@Null@
71008,@Null@
71009,@Null@
71010,@Null@
71011,@Null@
71012,@Null@
71013,@Null@
71014,Quà cho người chơi mới
71015,Giảm giá trong thời gian có hạn
71016,Quà tặng thông thường
71017,"Skin cổ điển, ưu đãi trong thời gian có hạn"
71018,Quyền lợi: Có giá trị trong 9 ngày đối với người chơi mớ tạo tài khoản mới
71019,"Thú cưỡi phổ biến, giảm giá độc quyền"
71020,Quyền lợi: Có giá trị trong 9 ngày đối với người chơi mới tạo tài khoản mới
71021,(Đếm ngược đến sự kiện: #c03fea @1#n)
71022,"Skin cổ điển, ưu đãi trong thời gian có hạn"
71023,Quyền lợi: Có giá trị trong thời gian diễn ra sự kiện
71024,"Thú cưỡi phổ biến, giảm giá độc quyền"
71025,Quyền lợi: Có giá trị trong thời gian diễn ra sự kiện
71026,Giải nhất
71027,Tích lũy 1 ngày
71028,Tích lũy 3 ngày
71029,Tích lũy 5 ngày
71030,Tích lũy 7 ngày
71031,"@1 Thú cưỡi @2 đã hết hạn, thú cưỡi đã bị xóa"
71032,Xem QC để được hồi sinh miễn phí
71033,Nhận các vật phẩm sinh tồn tuyệt vời
71034,Tiếp tục phiêu lưu mà không làm rơi bất kỳ vật phẩm nào
71035,Phổ biến
71036,Mới
71037,Vui lòng nhập số điện thoại di động liên kết với tài khoản
71038,Vui lòng nhập địa chỉ email liên kết với tài khoản
71039,"
Quy tắc"
71040,"1. Đối với những người chơi tham gia sự kiện, một số trang phục trong cửa hàng sẽ có ưu đãi trong thời gian giới hạn; #r
2. Sau khi sự kiện kết thúc, skin giảm giá sẽ reset về giá gốc, đừng bỏ lỡ ưu đãi nhé; #r
3. Nhiều phần thưởng hấp dẫn hơn sẽ xuất hiện trong tương lai, đừng bỏ lỡ nhé!"
71041,"Sau khi mở, nhận được * 1 mảnh trang phục và ngẫu nhiên một trong những vật sau: skin vĩnh viễn hoặc 1 thẻ thử skin (@1, @2, @3, @4)"
71042,Bạn có muốn mở gói quà ngay lập tức?
71043,Số lượng#c0aaa1a @1#n
71044,(Quà tặng thêm #c0aaa1a @1#n)
71045,Mua một lần #c0aaa1a@1 và nhận @2#n
71046,Nhất định được
71047,Vĩnh viễn
71048,Thử
71049,Sử dụng ngay
71050,Mở sau
71051,Vui lòng nhận thú cưỡi cấp thấp trước
71052,@1: đã sở hữu
71053,Giá trị may mắn
71054,"Giá trị may mắn càng cao thì cơ hội nhận được skin vĩnh viễn càng lớn, khi đủ giá trị may mắn chắc chắn bạn sẽ nhận được skin vĩnh viễn."
75000,@Null@
75001,"Gói quà giới hạn cuối tuần
"
80000,@Null@
80001,@Null@
80002,Du hành vũ trụ 
80003,Miras
80004,Flamas
80005,Horas
80006,Hiện tại
80007,Giới thiệu vũ trụ
80008,"Một hành tinh xinh đẹp với hệ sinh thái đa dạng và tài nguyên phong phú; nó có lịch sử lâu đời và là cái nôi của các nhà thám hiểm từ thời cổ đại. #r#rCấp độ nguy hiểm: #c0aaa1athấp#n #rYêu cầu tàu vũ trụ: #c0a7fefcấp 1#n#r#rKích hoạt bảng điều khiển, sau đó, sử dụng công cụ dịch chuyển gần đó để bắt đầu di chuyển"
80009,"Một hành tinh nóng bỏng chứa đầy dung nham và những sinh vật nguy hiểm Theo truyền thuyết, những con quái vật to lớn chiếm giữ trung tâm của hành tinh. #r#rMức độ nguy hiểm: #cfa7a0fvừa#n#rYêu cầu: #cfa7a0ftàu vũ trụ cấp 2#n#r Tư vấn du hành: #cef2d2dKhí hậu nóng#n, nên chuẩn bị balo chống cháy #r#r Đến hành tinh, bạn cần sử dụng #c0aaa1aPhụ tùng nâng cấp loại A#nđể nâng cấp tàu vũ trụ (có tin đồn rằng vật liệu tổng hợp có thể được tìm thấy trên Đảo Miras)"
80010,"Hành tinh với bầu khí quyển mỏng, đêm quanh năm.#r Tài nguyên sinh vật trên rất khan hiếm, nhưng người ta đồn rằng rất nhiều khoáng chất cứng cấp cao bị chôn vùi. #r#r Cấp độ nguy hiểm: #cef2d2dCao#n#r Yêu cầu tàu vũ trụ:#cfa7a0f cấp 2#n#r Lời khuyên du hành: #cef2d2d Oxy khan hiếm#n, nên chuẩn bị mặt nạ dưỡng khí #r#r để đi đến hành tinh, bạn cần sử dụng #c0aaa1aPhụ tùng nâng cấp loại A#n để nâng cấp tàu vũ trụ (Người ta đồn rằng vật liệu tổng hợp có thể được tìm thấy trên Đảo bay Miras)"
80011,Xuất phát
80012,Vui lòng sử dụng tàu vũ trụ gần đó để bắt đầu hành trình vũ trụ
80013,@1- @2 @3 trạm
80014,Chọn điểm đến của tàu vũ trụ
80015,"Vị trí: @1, độ cao @2"
80016,Phí:
80017," Đổi hành tinh"
80018,Gửi
80019,Tinh trạm đã được kích hoạt
80020,Vui lòng chọn điểm đến
80021,Chọn trạm đến
80022,Starlink đã được mở và đang chuẩn bị gửi
80023,Điểm đến: @1
80024,Đếm ngược: @1
80025,Tàu vũ trụ bị tạm dừng
80026,Đóng Starlink
80027,Tiếp tục dịch chuyển
80028,Năng lượng tinh trạm không được kích hoạt
80029,"Bảng điều khiển kích hoạt bị thiếu, vui lòng sử dụng lõi năng lượng để kích hoạt bảng điều khiển gần đó"
80030,Starlink bất thường và dịch chuyển tức thời bị gián đoạn
80031,Điểm đến không được kích hoạt và dịch chuyển không thành công
80032,"Cấp độ của tàu vũ trụ không đủ, vui lòng sử dụng các phụ tùng nâng cấp để nâng cấp tàu vũ trụ trước"
80033,Bạn đã đến @1 thành công
80034,Bạn đã được Starlink truyền đến vị trí không xác định của @1
80035,Cập nhật thành công! Bạn có thể du hành đến nhiều hành tinh hơn trong hộp vũ trụ!
80036,Cửa tam giác
80037,Vị trí không xác định
80038,Không xác định
80039,"Tàu vũ trụ đang được sử dụng, vui lòng thử lại sau"
80040,"Kích hoạt thành công, bạn có thể bắt đầu du hành bằng tàu vũ trụ gần đó ~"
80041,Không thể thực hiện hành động này trong tàu vũ trụ
80100,@Null@
80101,Bia anh hùng
80102,"Quả thần từ Miras #r
Thanh kiếm của người hùng từ Flamas #r
Mắt đá trí tuệ từ Horus #r
Ba chiếc chìa khóa này giải phóng sức mạnh thiêng liêng của Mira, và cái bóng ác quỷ lộ ra con người thật của nó"
80103,Bia dũng khí
80104,"Những anh hùng dũng cảm chống lại cái ác và bảo vệ ngôi nhà của họ #r
Thanh gươm chiến thắng trở nên thánh thiện và rơi xuống vùng đất rực lửa #r
Behemoths cố thủ và chiếm giữ các kho báu của thế giới"
80105,Bia trí tuệ
80106,"Người anh hùng phong ấn Bộ ba Hư không, và bóng tối của cái ác trốn thoát khắp nơi #r
Nhà thông thái đặt Con mắt của Phép thuật và giám sát vùng hoang vu không người ở để tìm kiếm những bóng đen ẩn giấu #r
Đặt Kim cương, Malachite, Đồng Horas và Horas Graviti xung quanh Tượng đá Horas để triệu hồi Con mắt Ma thuật"
80107,Tìm kiếm thành phố Flames cổ đại
80200,@Null@
80201,"Tọa độ: (#ca16b00@1, @2)"
80202,Chiều cao: #ca16b00@1
80203,Ngày thứ #ca16b00@1#n
80204,Đã đặt điểm đánh dấu #ca16b00@1/@2
80205,Hiển thị với người chơi khác
80206,Người chơi khác có thể thấy vị trí của bạn trong map
80207,Người chơi khác không thể thấy vị trí của bạn trong map
80208,Điểm đánh dấu
80209,Thêm điểm đánh dấu
80210,Tên
80211,Hang động
80212,Nguyên liệu
80213,Vật tư
80214,Thực vật
80215,Đá quặng
80216,Giường
80217,Nhà
80218,Mẫu
80219,Theo dõi
80220,Xóa
80221,Hủy theo dõi
80222,OK
80223,Điểm hồi sinh
80224,Vị trí bị đánh bại gần đây nhất
80225,Trạm đã kích hoạt
80226,Điểm đánh dấu Horas
80227,Boss
80228,Cổng Dịch Chuyển
80229,Kiếm Lửa Gãy
80230,Vị trí người chơi
80231,Cách thêm điểm đánh dấu
80232,"Nhấp vào bất kỳ vùng trống nào để bật lên giao diện vị trí Điểm đánh dấu, nơi bạn có thể đặt mẫu và tên của điểm đánh dấu."
80233,"Số lượng điểm đánh dấu đã đạt đến giới hạn, vui lòng xóa bớt rồi thử thêm lại"
80234,Đã đánh dấu @1/@2
85000,@Null@
85001,@Null@
85002,Tặng sao *1
85003,Rời khỏi
85004,Đã lưu điểm hồi sinh thành công
85005,Không đủ số sao
85006,Bức tượng bí ẩn
85007,"Vị trí nhà đã được lưu, không cần kích hoạt lại"
85010,Bảng điều khiển Tinh trạm
85011,"Bíp…bíp…rất vui được gặp bạn, nhà du hành. Đây là Bảng Điều Khiển của Tinh trạm. Hãy chọn thao tác mong muốn ở menu bên phải."
85012,Kiểm tra tình trạng của thiết bị
85013,Ghi lại vị trí nhà
85014,Xem hướng dẫn du hành vũ trụ
85015,"Trạng thái bảng điều khiển hiện tại —————————————@1
Số lượng cabin vận chuyển được kết nối hiện tại là ——————@2
Chức năng đánh dấu vị trí bản đồ ——————————————@3"
85016,Đã kích hoạt
85017,Chưa kích hoạt
85018,Mở
85019,Tắt
85020,@1chức năng đánh dấu vị trí map
85021,Trở lại menu chính
85022,"Bíp...! Chức năng đánh dấu map đã là @1!
Trạng thái đánh dấu tinh trạm đã được cập nhật trong map nhỏ của bạn.
Lưu ý: Có thể đánh dấu tối đa mười tinh trạm trên map nhỏ."
85023,Bí...bo ...! Chỉ cần dùng một sao là bạn có thể ghi lại tọa độ vị trí nhà trong trang này.
85024,[Tiêu thụ sao *1] Ghi lại vị trí của nhà bạn
85025,"Boo...! Cảm ơn các vì sao, vị trí của nhà bạn đã được ghi lại thành công trong trạm này!
Khi bạn gặp sự cố trong tương lai, bạn có thể bắt đầu lại cuộc phiêu lưu từ trạm này."
85026,Phát thông tin vị trí của tinh trạm
85027,"Tôi đang ở Tinh trạm @1, tọa độ (@2) độ cao @3"
85030,Bức tượng hồi sinh
85031,"""Hãy cung cấp cho tôi những ngôi sao, và sức mạnh của sự sáng tạo sẽ dẫn đường cho bạn trở về nhà."" --- Khi tôi chạm vào bức tượng, một giọng nói vang lên trong tâm trí tôi."
85032,"""Bạn có thêm ngôi sao nào không? Tôi sẽ trao đổi sức mạnh của tôi với bạn.""
 --- Khi tôi chạm vào bức tượng, giọng nói của Hắc Long Huyền Thoại vang lên trong tâm trí tôi. """
85033," ""Nhanh lên, cho tôi những ngôi sao! Tôi có thể giúp bạn khi bạn thất bại.""
 --- Khi tôi chạm vào bức tượng, tôi dường như nghe thấy âm thanh của Rồng Hỗn Mang. """
85034,"""Những ngôi sao ... Tôi cần những ngôi sao...""
 --- Khi tôi chạm vào bức tượng, tôi dường như nghe thấy tiếng thèm thuồng của Hắc Long Nham Thạch."
85035,"""Hãy ban cho tôi những ngôi sao, và cầu mong sức mạnh của tạo hóa hướng dẫn bạn mãi mãi.""
 --- Khi chạm vào bức tượng, tôi cảm nhận được sức mạnh của Người khổng lồ. """
85036,Tặng một ngôi sao
85037,Để tôi nghĩ lại
85038,"Sau khi tặng sao, bạn cảm thấy mối liên hệ với bức tượng, và tiếng nói trong tâm trí bạn dần mất đi ...
Trong tương lai, cuộc phiêu lưu của bạn sẽ bắt đầu lại từ vị trí của bức tượng này. "
85039,Rời khỏi
85500,@Null@
85600,@Null@
85601,Đánh bại Bóng ma hư không - Nhanh
85602,Bàn thờ núi lửa
85603,"Bóng ma Hư Không bị sức mạnh linh thiêng ép xuất hiện, nhanh chóng hạ gục nó!"
85604,Truy đuổi Bóng ma Hư không đang chạy trốn
85605,Đồng bằng núi lửa
85606,"Bóng ma hư không bị thương và chạy trốn để hồi sức, hãy nhanh chóng lợi dụng điều này và truy đuổi!"
85607,Kẻ nào dám phá vỡ kế hoạch của ta!
85608,Tạm thời ... Rút lui ...
85609,Từ bỏ đi! Tôi sẽ không bỏ đi đâu!
85610,Hãy phục tùng ta! Chúa tể của ngọn lửa vĩ đại!
85611,Hãy phục tùng ta! Tảng đá cổ hùng vĩ!
85612,Kết cục vẫn là thất bại sao ... Sức mạnh Hư không của ta...
85613,Đánh bại Bóng ma Hư không - Sức mạnh
85614,Đồng bằng núi lửa
85615,Bóng ma Hư không hấp thụ thêm sức mạnh của núi lửa và cố gắng chui xuống lòng đất một lần nữa để hấp thụ năng lượng của hành tinh và sau đó quay trở lại. Hãy ngăn hắn lại!
85616,"Hãy cho ta năng lượng của ngươi, kẻ thách thức"
85617,Hãy cho ta sức mạnh của sinh mệnh! Các tín đồ của ta!
86000,@Null@
86001,Máng thức ăn đã đầy!
86002,Chỉ đặt nguồn cấp dữ liệu tương ứng
86003,Máng ăn chỉ có thể đặt cỏ hoặc thịt
86004,"Miras thực sự là một hành tinh giàu có, bạn có thể đến hành tinh của tôi nếu có cơ hội"
86005,Đồng bằng đảo bay
86006,"Sức mạnh của ánh sáng quá mạnh, cơ thể con người không thể chịu được quá nhiều ánh sáng trong một khoảng thời gian ngắn."
86007,Trung Tâm Lễ Hội
86008,Trung Tâm Lễ Hội #c0aba1d (@1-@2 thời gian mở cửa giới hạn) #n
86009,Làm thế nào để lấy những quả bóng hoa lễ hội?
86010,"Trong cuộc phiêu lưu, tìm #c0aba1d Chim Đèn Lồng Câu Đố #n, trả lời câu hỏi của nó, và nhận được quả bóng hoa lễ hội #r#r·ăn #c0aba1d Bánh Trung Thu #n, có một cơ hội chắc chắn sẽ nhận được quả bóng hoa lễ hội #r#r·Thắp sáng #c0aba1d Đèn Lồng Lễ Hội #n Tắt sự kiện Nhật Thực, đạt được một quả bóng hoa lễ hội"
86011,Quả Bóng Hoa Lễ Hội
86012,"Tengu sẽ ăn mặt trang vào tối nay, sử dụng đèn lồng để đuổi nó đi!"
86013,"Thành công dọa Tengu chạy đi bằng đèn lồng lễ hội, bạn nhận được phần thưởng từ Thần Trăng"
86014,"Tengu thành công ăn mặt trăng, bạn phải trải qua một đêm tối"
86015,Chim Đèn Lồng Câu Đố hạnh phúc rời đi và để lại một quả bóng hoa lễ hội
86016,Một số bạn bè đang trả lời câu đố đèn lồng
86017,Chim Đèn Lồng Câu Đố biến thành một làn khói và rời đi
86018,Ê! Một Berli đã đuổi chú chim đang đợi bạn.
86019,"Ảnh hưởng Nhật Thực Tengu, tạm thời không thể ngủ được"
86020,"Im lặng nào, bạn của bạn đang trả lời câu hỏi, đừng làm phiền họ"
86021,Ra khỏi giường
90000,@Null@
90001,Đã hoàn thành
90002,Trong tiến trình
90003,Chưa mở khóa
90004,Nhiệm vụ trước mắt: @1
90005,Phần thưởng:
90006,Theo dõi
90007,Nhấp vào nút nhiệm vụ bên phải để nhận phần thưởng
90008,Phần thưởng đã được tự động phát
90009,Bạn nhận được @1
90010,Đã hoàn thành
90011,Có thể nhận
90012,Theo dõi
90013,Đạt tới
90100,@Null@
100001,Vật Phẩm
100002,Cung
100003,Đạn
100004,Súng
100005,Vũ Khí
100006,Trang Bị
100007,Thức ăn
100008,Thức Ăn Gia Súc
100009,Thực vật
100010,Nguồn
100011,Kiến trúc
100012,Nguyên Liệu XD
100013,Nội Thất
100014,Đồ Trang Trí
100015,Khối
100016,Địa hình
100017,Thiết bị tinh năng
100018,Khối Đặc Biệt
100019,Đồ Lặt Vặt
100020,Thực Vật Đặc Biệt
100021,Trò chơi
100022,Sinh Vật
100023,Máy Móc
100100,@Null@
100101,Thu thập mảnh từ Vườn 
100102,Thu thập mảnh từ Sự kiện trong game
100103,Thu thập mảnh từ Sự kiện Đèn Lồng
100104,Thu thập mảnh từ Sự kiện Lễ Tạ Ơn
100105,Thu thập mảnh từ Sự kiện Tết
100106,Mua đậu Mini
100200,@Null@
100201,#L Xác nhận an toàn
100202,Cần cài đặt mật khẩu sau đó mới có thể khởi động
100203,Cần liên kết sau đó mới có thể khởi động
100204,"Sau khi xác nhận an toàn, nếu đăng nhập ở một thiết bị khác, cần xác nhận một trong những mục đã liên kết"
100205,Xác nhận đăng nhập
100206,"Để đảm bảo an toàn cho tài khoản của bạn, cần xác nhận trước khi đăng nhập"
100207,Xác nhận qua điện thoại
100208,Xác nhận qua Gmail
100209,Gỡ bỏ
100210,Gỡ Email
100211,Gỡ SĐT
100212,Để gỡ liên kết Email cần mã xác nhận của Email mà trước đây bạn đã liên kết. Sau khi gỡ xong bạn có thể tiến hành liên kết Email mới.
100213,Gỡ liên kết điện thoại cần mã xác nhận ở số điện thoại mà trước đó bạn đã liên kết. Sau khi gỡ xong bạn có thể tiến hành liên kết số điện thoại mới.
100214,Gỡ liên kết thành công
100215,"Gỡ liên kết thất bại, vui lòng kiểm tra lại mã xác nhận của bạn"
100216,"Gỡ liên kết thất bại, vui lòng kiểm tra lại số điện thoại và mã xác nhận của bạn"
100217,"Xác nhận thất bại, vui lòng kiểm tra lại Gmail và mã xác nhận của bạn "
100218,"Xác nhận thất bại, vui lòng kiểm tra lại số điện thoại và mã xác nhận của bạn"
100219,Mã xác nhận đăng nhập Mini World
100220,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhận đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Tuyệt đối không tiết lộ những thông tin về tài khoản cho người khác để đảm bảo an toàn cho tài khoàn của bạn! Trong trường hợp không phải chính chủ thao tác hãy nhanh chóng đổi mật khẩu mới.
 -------------------------------------------------------------------------------------------
Nếu cần trợ giúp hãy liên hệ Email : miniworldvietnam@mini1.cn"
100221,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhân đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Tuyệt đối không tiết lộ những thông tin về tài khoản cho người khác để đảm bảo an toàn cho tài khoàn của bạn. Trong trường hợp không phải chính chủ thao tác hãy kịp thời đổi lại mật khẩu."
100222,Mini Wolrd liên kết mã xác nhận
100223,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhân đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Nếu mã xác nhận vô hiệu, vui lòng quay lại Game và thao tác lại !
 -------------------------------------------------------------------------------------------
Nếu cần trợ giúp hãy liên hệ Email : miniworldvietnam@mini1.cn"
100224,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhân đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Nếu mã xác nhận vô hiệu, vui lòng quay lại Game và thao tác lại ! Thắc mắc liên hệ email: miniworldvietnam@mini1.cn"
100225,Mini Wolrd liên kết mã xác nhận
100226,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhân đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Tuyệt đối không tiết lộ những thông tin về tài khoản cho người khác để đảm bảo an toàn cho tài khoàn của bạn. Trong trường hợp không phải chính chủ thao tác hãy kịp thời đổi lại mật khẩu.
-------------------------------------------------------------------------------------------
Nếu cần trợ giúp hãy liên hệ Email : miniworldvietnam@mini1.cn"
100227,"[ Mini World ] Mã xác nhận : @1, Bạn đang tiến hành xác nhân đăng nhập, mã xác nhận có hiệu lực trong vòng 1h. Tuyệt đối không tiết lộ những thông tin về tài khoản cho người khác để đảm bảo an toàn cho tài khoàn của bạn. Trong trường hợp không phải chính chủ thao tác hãy kịp thời đổi lại mật khẩu."
100228,Xác nhận an toàn
100229,"Để đảm bảo an toàn cho tài khoản của bạn, cần xác nhận trước khi đăng nhập"
100230,"[ Mini World ] Mã xác nhận: @1 , Đang tiến hành xác nhận, mã xác nhận có hiệu lực trong 1h. Vui lòng bảo vệ các thông tin về tài khoản của bạn, tuyệt đối không tiết lộ cho người khác biết, trong trường hợp tài khoản bị đăng nhập bất thường hãy lập tức đổi mật khẩu."
100231,Mã xác nhận Mini World
100232,"[ Mini World ] Mã xác nhận: @1 , Đang tiến hành xác nhận, mã xác nhận có hiệu lực trong 1h. Vui lòng bảo vệ các thông tin về tài khoản của bạn, tuyệt đối không tiết lộ cho người khác biết, trong trường hợp tài khoản bị đăng nhập bất thường hãy lập tức đổi mật khẩu.
--------------------------------------
Nếu cần trợ giúp hãy liên hệ chúng tôi qua Email : miniworldvietnam@mini1.cn"
100233,UID và số điện thoại không khớp
100234,UID và Email không khớp
100235,"Xác nhận Email thất bại, vui lòng xác nhận lại để đăng nhập"
100236,Mã xác nhận liên kết Email từ Mini World
