id,印尼语
70056,Posting status @1/1
70057,Beli
70058,#cFFDA0A(@1) Lv @2 -->#n#c5AEA0A Lv @3#n
70059,"Selamat, kamu memenangkan hadiah gratis #cff871b@1#n"
70060,"Selamat, kamu memenangkan hadiah Kartu Pass (Silver) #cff871b@1#n"
70061,"Selamat, kamu memenangkan hadiah Kartu Pass (Gold) #cff871b@1#n"
70062,Musim
70063,Keterangan Musim
70064,Keterangan Misi
70065,Undian
70066,Clear
70067,"1. Kamu dapat mendapatkan 2000 skor setiap minggu.
2. Selesaikan misi untuk mendapatkan skor.
3. Skor dapat dipakai untuk upgrade. Saat mencapai level tertinggi, skor dapat dipakai untuk Undian.
4. Misi harian akan cooldown setelah diselesaikan. Misi akan direset pada esok hari."
70068,"1. Ketika Kartu Pass mencapai level tertinggi, skor dapat dipakai untuk Undian.
2. Setelah musim berakhir, skor akan direset."
70069,"1. Skor akan direset setelah clearing.
2. Hadiah yang tidak diklaim akan dikirimkan melalui pesan.
3. Klik untuk melihat hadiah yang tidak diklaim."
70070,Skor kamu sudah mencapai @1/@2 dari limit mingguan. Semangat!
70071,Skor kamu sudah mencapai @1/@2 dari limit bulanan. Semangat!
70072,"Halo Petualang, musim akan segera berakhir. Kamu telah membeli @1 pada musim lalu. Hadiah telah dikirimkan ke pesan in-game. Terus ikuti event nya dan menangkan hadiah besarnya."
70073,Poin tidak cukup
70074,Versi game terlalu rendah. Harap segera update ke versi paling baru.
70075,Selesai. Harap buka pesan in-game kamu
70076,Poin
70077,Undi @1 kali
70078,Kotak Harta Karun Tally
70079,Misi Battle Pass
70080,Misi Season
70101,Killer hutan hujan
70102,Reaper shaman
70103,Petualang terbaik
70104,Penanam pohon
70105,Kunjungi
70106,Pembunuh serangga
70107,Mari berteman
70108,Gashapon!
70109,Hadiah Cinta
70110,Kekuatan Persahabatan
70111,Musim Panen
70199,Jalan-jalan ke Eropa
70201,Membunuh Quetzalcoatl 1 kali
70202,Membunuh Shaman 2 kali
70203,Petulangan pet 1 kali
70204,Menanam pohon buah di Rumah
70205,Mengunjungi Rumah teman
70206,Membunuh serangga di taman teman
70207,Like profil pemain lain x 1
70208,Undian Gashapon 1 kali
70209,Gift teman 1 skin
70210,Gift teman 1 skin custom
70211,Panen 1 buah emas di taman
70299,@Null@
70301,Bunuh Quetzalcoatl#r @1/1 kali
70302,Petualangan Pet @1/10 kali
70303,Menangkan @1/10 pertandingan di game Mode Pertarungan
70304,Tempatkan balok di map#r @1/10 kali
70305,Undian buah kecil @1/10 kali
70399,@Null@
70400,Buka #cFFF000banyak#cFFFFFF hadiah
70401,Ambil hadiah setelah upgrade
70402,Ambil sekarang
70403,Skin Permanen · Berry
70404,Bingkai · Berry Segar
70405,Custom DIY · Kepang Ganda Kelinci Salju
70406,Custom DIY X· Rok Bengkak Musim Dingin
70407,$18
70408,$68
70409,$118
70410,6
70411,Diskon
70412,Upgrade Segera:
70413,40
70414,$50
70415,Beli Promosi Season sekali
70416,Upgrade
70417,Beli Season Pass dan
70418,Tingkatkan ke level @1 untuk Mengambil
70419,Ambil semua
70420,Gratis!
70421,Waktu yang tersisa: @1
70422,Challenge
70423,Waktu yang tersisa untuk minggu ini: @1
70424,Segera tingkatkan ke level 40
70425,Kamu dapat langsung menerima hadiah berikut setelah pembelian:
70426,Terbatas
70427,Promosi hari ini
70428,Promosi Season 
70429,Selesai
70430,Waktu untuk membuka kunci tugas:
70431,Upgrade ke
70432,Beli Season Pass untuk mendapatkan hadiah setara dengan
70433,@Null@
70434,Pergi ke hadiah
70435,Exp
70436,Hari
70437,Jam
70438,Menit
70439,Detik
70440,Menukarkan produk ini membutuhkan pembelian Season Pass 
70441,"Pertukaran hari ini telah mencapai batas atas, silakan kembali besok."
70442,"Jumlah penukaran Season ini telah mencapai batas, silakan datang lagi Season selanjutnya."
70443,"Poin tidak mencukupi, penukaran gagal"
70444,"Season baru telah dimulai, silakan masuk kembali"
70445,Habiskan @1 poin untuk ditukar
70446,"1. Misi dibagi menjadi Misi mingguan dan Misi Season Challange, dan menyelesaikan Misi bisa mendapatkan Exp untuk meningkatkan level Joy Card, dan menerima hadiah yang sesuai. #r 2. Beli Season Pass untuk membuka lebih banyak hadiah, beli paket Exp untuk langsung meningkatkan ke level 40. #r 3. Setelah akhir Season, level Season Pass akan dihapus, silakan tukarkan hadiah dalam pada saat Season masih ada, jika kedaluwarsa, kamu tidak akan dapat menerimanya hadiah. #r 4. Poin dapat ditukar di toko dengan hadiah. Setelah akhir Season , poin tidak akan dihapus, dan dapat diakumulasikan hingga musim berikutnya untuk melanjutkan pertukaran."
70447,"Berhasil diambil, memperoleh @1 Exp"
70448,Sepuluh ribu
70449,Dapatkan lebih banyak Exp
70450,Tonton iklan untuk mendapatkan 50 Exp
70451,Penolakan yang kejam
70452,Menonton sekarang
70453,Login ini tidak lagi diminta
70454,#c31f474 Dimiliki #n
70455,Perbaikan sistem
70456,"Operasi gagal, silakan periksa pengaturan waktu mesin, jika masih tidak dapat diselesaikan, silakan hubungi layanan pelanggan."
70457,"Anda telah berhasil mengaktifkan layanan, mohon untuk tidak berulang kali pembelian."
70458,Tyrinn
70459,Ahli Entomologi
70460,gema musim semi
70461,Mata Giok
70501,"Gunakan dengan sukses, XP Season Pass meningkat @1"
70502,Oh wow ~ ada hadiah yang harus dikumpulkan
70503,Selesaikan tugas untuk mendapatkan lebih banyak hadiah
70504,"Sekarang, selesaikan tugas"
70505,Hadiah
70506,Klik untuk melanjutkan >>
70551,Jumlah bonus tidak dihitung ke dalam jumlah topup
70552,Sudah topup: #cFFD71C@1#n/@2 Mini Coins
70553,Hadiah eksklusif
70554,"Isi ulang jumlah berapa pun, dapatkan kulit permanen eksklusif"
70555,"Akumulasi topup @1/@2 jumlah Koin Mini, dapatkan set khusus eksklusif"
70556,Hadiah
70557,Isi ulang sekarang
70558,Pergi kumpulkan
70559,Set khusus
70560,"Koleksi berhasil, hadiah akan dikirim ke kotak masuk Anda, diharapkan penundaan, harap segera periksa dan verifikasi"
70561,Wish Trader
70562,Waktu penyegaran berikutnya
70563,Hitung ulang setelah @1 hari
70564,Akumulasi hadiah pembelian
70565,Penyegaran toko
70566,Segarkan item Wish Shop sekarang
70567,Tonton iklan untuk mendapatkan Poin Mini
70568,Jumlah iklan yang tersisa: @1
70569,Semua hadiah (Kolam hadiah akan disegarkan di: @1)
70570,Pilih hadiah Anda
70571,Tangkap 1 kali
70572,Tangkap 10 kali
70573,Hadiah saat ini untuk dipilih
70574,Hadiah akan disegarkan di @1
70575,Selamat! Anda mendapatkan hadiah berikut:
70576,Hadiah Poin Mini
70577,Tonton hadiah iklan
70578,Habiskan @1 poin
70579,Tonton @1 kali
70580,Waktu penyegaran:
70581,Konfirmasi
70582,Mengumpulkan
70583,Dikumpulkan
70584,"Anda diberkati oleh Dewi Keberuntungan, Anda mendapatkan jackpot"
70585,"Kumpulkan sejumlah pertukaran item tertentu di Wish Shop untuk mendapatkan hadiah tambahan. Jumlah pembelian dan hadiah tambahan akan diatur ulang secara berkala, untuk menghindari kerugian yang tidak terduga, harap segera kumpulkan hadiah Anda."
70586,Barang baru
70587,Terbatas
70588,Terpilih
70589,Dimiliki
70590,Tidak dapat dikumpulkan berulang kali
70591,Tidak dapat menemukan hadiah yang sesuai
70592,"Kumpulkan hadiah dengan sukses, silakan menuju ke Toko untuk memverifikasi"
70593,Tidak ada hadiah yang dipilih
70594,Produk Berlangganganan Mini Coin 
70595,#L#c0aaa1a Kebijakan Privasi #n
70596,#L#c0aaa1a Perjanjian Perpanjangan Otomatis #n
70597,Berlangganan
70598,Tidak berlangganan
70599,Tebus setiap kali
70600,Sisa: @1 kali
70601,Lain kali: @1
70602,Masa berlaku langganan: @1
70603,Bonus langganan pertama
70604,Promosi berlangganan Mini Coin
70605,@1 dolar
70606,@1 dolar
70607,@1 dolar
70608,Langganan
70609,Ambil
70610,0.2
70611,Terima @1 Mini Coin setiap 30 hari
70612,Berlangganan Bulanan
70613,@1 dolar / 30 hari
70614,Berlangganan Musim
70615,@1 dolar / 90 hari
70616,Berlangganan setengah tahunan
70617,@1 dolar / 180 hari
70618,"Berlangganan musim, diskon waktu terbatas berlangganan setengah tahunan"
70619,Mengonfirmasi
70620,Memilih
70621,Harga asli
70622,Detail berlangganan
70623,"#cff3d2b Anda akan mengaktifkan layanan perpanjangan otomatis. Setelah aktivasi, Anda setuju bahwa sebelum akhir periode waktu untuk produk yang Anda pilih, Anda setuju bahwa kami akan memotong biaya perpanjangan dari akun yang Anda tentukan tanpa konfirmasi. #n secara khusus mencakup yang berikut: #n Setelah berlangganan, Anda dapat langsung menerima koin mini satu bulan. Dan dapatkan koin mini setiap 30 hari setelahnya."
70624,#cfa7a0f Produk Berlangganan: #n
70625,#cfa7a0f Setiap kali menerima: #n
70626,#cfa7a0f Pembayaran: #n #CE0DCCA Mirip dengan pembelian dalam aplikasi lainnya. #n
70627,#cfa7a0f Batalkan Langganan: #n #CE0DCCA Anda dapat melihat status langganan di aplikasi kapan saja dan mengubah langganan yang ingin dibatalkan.
70628,"#cfa7a0f Perpanjangan: #n #CE0DCCA Biaya perpanjangan otomatis di akhir masa berlaku, siklus berlangganan akan diperpanjang untuk siklus berlangganan lain setelah biaya perpanjangan berhasil dibayarkan."
70629,#cfa7a0f Batalkan Langganan: #n #CE0DCCA Lihat Langganan dari aplikasi pembayaran yang Anda pilih dan pilih langganan yang ingin Anda batalkan.
70630,#L#c5aea0a Kebijakan Privasi #n
70631,#L#c5aea0a Baca dan setujui perjanjian perpanjangan otomatis #N
70632,Menutup
70633,Pembelian
70634,Cara Pembayaran
70635,WeChat
70636,Kamu perlu memeriksa perjanjian perpanjangan otomatis terlebih dahulu dan centang untuk setuju.
70637,Berlangganan Berhasil
70638,"Anda berhasil berlangganan Berlangganan Koin Mini, Koin Mini bulan pertama dapat ditukarkan. Jika Anda sementara tidak dapat menukarkan karena penundaan jaringan, harap muat ulang nanti."
70639,MIni Coin bulan pertama dapat ditukarkan
70640,Mengonfirmasi
70641,Pengingat kedaluwarsa berlangganan Koin Mini
70642,Layanan berlangganan Mini Coin Anda telah kedaluwarsa. Pergi dan perbarui untuk lebih banyak koin mini.
70643,Perbarui sekarang
70644,Berlangganan Koin Mini
70645,Alipay
70646,#ceeeaff Advance#n
70647,#cfffde1 Super #n
70648,Harga asli: @1 dolar / 90 hari
70649,Harga asli: @1 dolar / 180 hari
70650,@1 Koin Mini
70651,"Ada kelainan pada jaringan, silakan restart."
70652,"Saat Anda membuka langganan siap untuk WeChat atau platform pihak ketiga, WeChat atau platform pihak ketiga akan secara otomatis menggunakan siklus produk sesuai dengan siklus produk, pembaruan ini tidak akan membutuhkan Anda. Konfirmasi ulang lagi. Jika Anda perlu untuk tidak menggunakan layanan perpanjangan otomatis, silakan lihat proses berikut: #R WeChat: Buka klien seluler ""WeChat"" → klik ""Saya"" → pilih ""Pembayaran"" → klik ""..."" → Pilih ""biaya pengurangan di pojok kanan atas Layanan → Klik layanan untuk membatalkan biaya perpanjangan otomatis → Pilih Tutup Layanan #r Pengguna ponsel Apple secara manual membuka ""Pengaturan"" iPhone atau iPad → Buka ""iTunes Store dan App Store"" → Klik ""ID Apple "", pilih ""Lihat ID Apple"", masuk ke halaman Pengaturan Akun, klik ""Berlangganan"", pilih "" Perlu membatalkan langganan, batalkan langganan yang sesuai. #r Pengguna toko aplikasi Huawei Klik ""Pengaturan"" → Klik Pusat Akun Huawei → Klik ""Pembayaran dan Tagihan"" → Klik ""Pengiriman Otomatis / Pembayaran Gratis"". Pilih ""Perlu membatalkan layanan Berlangganan, putar tombol geser ke kiri. #r Detail Bonus: #r Untuk berlangganan 18 dolar, setiap kali Anda mendapatkan 207 Koin Mini, dengan bonus 15%. #r Untuk berlangganan 38 dolar, setiap kali Anda mendapatkan 456 Koin Mini, dengan bonus 20%. #r"
70653,@1 Pengingat Kedaluwarsa Langganan
70654,"Langganan Anda telah kedaluwarsa, perbarui langganan Anda untuk mendapatkan lebih banyak Koin Mini."
70655,Head to Home - Ransel hewan peliharaan untuk dilihat
70656,Keajaiban Kecil
70657,Penawaran terbatas
70658,Kotak Undian Keberuntungan
70659,Cara bermain
70660,Setelah pemulihan
70661,Tetap menantang
70662,Masuk gratis
70663,Mulai tantangan
70664,Selesai untuk saat ini
70665,@1 level tersisa~
70666,Ups! Menemukan monyet kecil!
70667,Menyerahkan hadiah
70668,Bermain dengan itu
70669,Berikan Mini Beans
70670,Tersisa
70671,Waktu
70672,Monyet kecil itu sangat senang dan mengembalikan semua hadiahnya!
70673,Dan memberi Anda hadiah ekstra
70674,Kumpulkan hadiah dan lanjutkan
70675,Wow! Ini Eva Blessing!
70676,Itu bisa digunakan untuk melawan monyet kecil di level selanjutnya~
70677,Tetap menantang
70678,Efek berkah Eva telah dipicu!
70679,Bantu kamu mengusir monyet kecil itu
70680,Tinggalkan hadiah
70681,Kumpulkan hadiah dan lanjutkan
70682,Apakah Anda yakin ingin berhenti?
70683,Dan juga
70684,Tutup ke kotak hadiah undian berhadiah!
70685,Ambil hadiahnya dan pergi
70686,Tetap menantang
70687,Monyet kecil itu sangat senang dan mengembalikan semua hadiahnya!
70688,Dan memberi Anda hadiah ekstra
70689,Kumpulkan hadiah dan lanjutkan
70690,Monyet kecil menyambar semua hadiahnya
70691,Main lagi
70692,Selamat!
70693,Berhasil membuka semua kotak undian berhadiah!
70694,Dapatkan hadiah
70695,Lagi
70696,Anda memiliki stamina yang tidak mencukupi untuk berpartisipasi dalam acara Lucky Draw Box. Klik tombol di bawah untuk menonton iklan dan dapatkan kesempatan masuk gratis!
70697,Stamina tidak mencukupi
70698,Masuk gratis (@1/@2)
70699,Kotak undian keberuntungan
70700,Anda bisa mendapatkan hadiah atau berkah setelah membuka
70701,Hati-hati!
70702,Seekor monyet kecil akan muncul di kotak undian
70703,Ini akan mengambil semua hadiah Anda!
70704,Usir monyet kecil itu
70705,Anda dapat menyimpan semua hadiah ~
70706,Kesalahan parameter
70707,Kesalahan tanda tangan
70708,Sistem bermasalah
70709,Kesalahan operasi
70710,Tidak ada data
70711,Kesalahan konfigurasi
70712,Gagal menambahkan item
70713,Otentikasi gagal
70714,Tidak cukup item
70715,Waktu yang tidak mencukupi
70716,Stamina tidak mencukupi
70717,Telah mencapai level akhir
70718,Anda harus memberi makan pisang kepada monyet kecil untuk melewati level ~
70719,Tidak ada waktu respawn
70720,Stamina penuh
70721,Tidak dalam rentang waktu
70722,Acara lucky draw box meningkatkan stamina sebesar 1 poin
70723,"Operasi terlalu sering, silakan coba lagi nanti"
70724,Waktu permintaan habis
70725,Sudah memiliki hadiah
70726,Jumlah pembelian telah mencapai batas
70727,"Level saat ini adalah level bonus, jadi Anda tidak akan bertemu monyet kecil!"
70728,Kejutan Eksklusif 
70729,#c90205D Waktu Refresh: #n#cffe3dd@1#n
70730,Tonton iklan
70731,Ambil satu
70732,Tangkap sepuluh
70733,Habiskan @1
70734,@1 atau @2
70735,1 atau 10 lembar
70736,"Saldo akun tidak mencukupi, pembelian paket hadiah gagal"
70737,Gagal membeli paket hadiah
70738,Hitung mundur penawaran khusus:
70739,"1. Petualang memiliki kesempatan untuk memicu paket hadiah kejutan ketika mereka menyelesaikan berbagai aksi permainan;
2. Setiap paket hadiah acara yang dipicu hanya dapat dibeli satu kali, dan paket hadiah menghilang setelah pembelian selesai;
3. Setiap paket hadiah kejutan memiliki penghitung waktu mundur yang terpisah. Setelah hitungan mundur, paket hadiah menghilang. Jangan lewatkan, setiap petualang! "
70740,Pratinjau hadiah
70741,Draw 1
70742,Draw 10
70743,Progres koleksi telah diperbarui!
70744,Pilih mount
70745,Progres koleksi
70746,Waktu online
70747,Beli kupon Event
70748,Hadiah Kembang Api Energik x @1
70749,Dapatkan mount
70750,Silakan dapatkan @1 dulu
70751,Item yang tidak terkunci
70752,Buka kunci sekarang
70753,Sintesis segera
70754,Alat peraga pembuka kunci dapat diperoleh di mesin gambar kartu mount. (Hiburan yang tepat dan konsumsi rasional)
70755,@Null@
70756,@Null@
70757,@Null@
70758,@Null@
70759,@Null@
70760,@Null@
70761,@Null@
70762,@Null@
70763,@Null@
70764,@Null@
70765,@Null@
70766,@Null@
70767,@Null@
70768,@Null@
70769,@Null@
70770,@Null@
70771,@Null@
70999,@Null@
71001,Bagikan dan menangkan hadiah Mini Surprise
71002,#c657476Waktu Event: #n#c0aaa1afReset setiap hari Senin#n
71003,Jumlah share di minggu ini: #c0aaa1a@1 hari#n
71004,Bagikan ke teman kamu dan dapatkan bonus harian
71005,"1. Event reset setiap satu minggu pada hari Senin. #r2. Share pertama kamu akan dihitung ke dalam Jumlah Share Harian. Setelah mencapai jumlah tertentu, kamu dapat unlock hadiah. Progress akan direset setiap hari Senin. #r3. Hadiah akhir akan diunlock setelah jumlah share pada minggu tersebut mencapai 7 hari."
71006,Bagikan pertama setiap hari untuk diperoleh
71007,Pemberitahuan
71008,@Null@
71009,@Null@
71010,@Null@
71011,@Null@
71012,@Null@
71013,@Null@
71014,Bonus Pemula
71015,Promo terbatas
71016,Hadiah Biasa
71017,Skin klasik. Promo terbatas
71018,Hanya tersedia selama 9 hari untuk akun pemain baru
71019,Tunggangan populer. Promo eksklusif
71020,Hanya tersedia selama 9 hari untuk akun pemain baru
71021,(Countdown event: #c03fea@1#n)
71022,Skin klasik. Promo terbatas
71023,Hanya tersedia selama event berlangsung
71024,Tunggangan populer. Promo eksklusif
71025,Hanya tersedia selama event berlangsung
71026,Hadiah Utama
71027,Total 1 hari
71028,Total 3 hari
71029,Total 5 hari
71030,Total 7 hari
71031,Tunggangan @1 @2 sudah expired. Tunggangan dihapus.
71032,Nonton iklan untuk respawn gratis
71033,Mendapatkan item survival super
71034,Survival tanpa menjatuhkan item apapun
71035,Hot
71036,Baru
71037,Harap masukkan nomor telepon untuk menghubungkan ke akun
71038,Harap masukkan alamat email untuk menghubungkan ke akun
71039,Peraturan
71040,"1. Pemain yang mengikuti event dapat mendapatkan harga promo untuk membeli skin di Toko#r
2. Semua harga skin promo akan kembali ke harga normal setelah event berakhir#r
3. Banyak bonus akan segera hadir. Tunggu kehadirannya."
71041,"Dapatkan 1 shard skin dan 1 hadiah acak di bawah ini: Skin permanen atau 1 kartu trial skin (@1, @2, @3, @4)"
71042,Yakin buka Gift Pack?
71043,Jumlah#c0aaa1a@1#n
71044,(hadiah tambahan #c0aaa1a@1#n)
71045,Satu kali pembelian #c0aaa1a@1 dan dapatkan @2#n
71046,Terjamin
71047,Permanen
71048,Trial
71049,Pakai sekarang
71050,Buka nanti
71051,Silakan dapatkan Tunggangan level rendah terlebih dahulu
71052,@1: sudah dimiliki
71053,Nilai keberuntungan
71054,"Semakin tinggi nilai keberuntungan, semakin besar peluang mendapatkan skin permanen; ketika nilai keberuntungan penuh, kamu pasti akan mendapatkan skin permanen."
75000,@Null@
75001,Paket hadiah akhir pekan dengan waktu terbatas
80000,@Null@
80001,@Null@
80002,perjalanan bintang
80003,Miras
80004,Flamas
80005,Horas
80006,Saat ini
80007,pengenalan bintang
80008,"Bintang yang indah dengan ekologi yang beragam dan sumber daya yang kaya; itu memiliki sejarah panjang dan telah menjadi tempat lahir para petualang sejak zaman kuno. #r#rLevel bahaya:#c0aaa1alow#n#rPersyaratan teleporter: #c0a7feflevel 1#n#r#r Aktifkan console, setelah itu ambil teleporter terdekat untuk mulai bepergian"
80009,"Bintang panas yang penuh dengan magma dan makhluk berbahaya. Menurut legenda, monster besar menempati pusat bintang. #r#rTingkat bahaya:#cfa7a0fmedium#n#rPersyaratan teleporter:#cfa7a0flevel 2#n#rSaran wisata:#cef2d2diklim panas#n, disarankan untuk menyiapkan ransel tahan api#r#r. Pergi ke bintang, perlu menggunakan#c0aaa1aUpgrade Component Type A#n untuk meng-upgrade teleporter (dirumorkan bahwa bahan sintesis dapat ditemukan di Dataran Pulau Terapung)"
80010,"Bintang dengan atmosfer tipis, malam sepanjang tahun. #rSumber daya biologis di bintang langka, tetapi dikabarkan bahwa banyak mineral keras bermutu tinggi terkubur.#r#r Tingkat bahaya: #cef2d2dTinggi#n#r Persyaratan teleporter: #cfa7a0flevel 2#n#rSaran perjalanan : #cef2d2dOxygen Langka#n, disarankan untuk menyiapkan masker oksigen#r#r untuk pergi ke bintang, Anda perlu menggunakan #c0aaa1aUpgrade Component Type A#n untuk meng-upgrade teleporter (Dikabarkan bahwa bahan sintesis dapat ditemukan di Dataran Pulau Terapung)"
80011,Merancang!
80012,Silakan gunakan teleporter terdekat untuk memulai perjalanan bintang
80013,@1-@2@3stasiun
80014,Pilih tujuan teleportasi
80015,"Lokasi: @1, tinggi@2"
80016,Biaya:
80017,Ganti bintang
80018,Kirim
80019,Stasiun bintang diaktifkan
80020,Silakan pilih tujuan
80021,Pilih situs
80022,Starlink telah dibuka dan bersiap untuk mengirim
80023,Tujuan: @1
80024,Hitung mundur: @1
80025,Teleportasi dijeda
80026,Tutup Starlink
80027,Lanjutkan teleportasi
80028,Energi stasiun bintang tidak diaktifkan
80029,"Konsol yang diaktifkan tidak ada, silakan gunakan inti energi untuk mengaktifkan konsol terdekat"
80030,Starlink tidak normal dan teleportasi terganggu
80031,Situs tujuan tidak diaktifkan dan teleportasi gagal
80032,"Level teleporter tidak mencukupi, harap gunakan komponen Upgrade  untuk meng-upgrage teleporter terlebih dahulu"
80033,Kamu telah berhasil tiba di @1 
80034,Kamu ditransmisikan oleh Starlink ke lokasi @1 yang tidak diketahui
80035,pembaruan berhasil! Kamu dapat melakukan perjalanan ke lebih banyak bintang di pod teleportasi!
80036,Triangle door
80037,Lokasi tidak diketahui
80038,Tidak diketahui
80039,"Teleporter sedang digunakan, silakan coba lagi nanti"
80040,"Aktivasi berhasil, kamu dapat mulai bepergian di teleporter terdekat ~"
80041,Tindakan ini tidak dapat dilakukan di teleporter
80100,@Null@
80101,Heroes' Stele
80102,"Sacred Fruit dari Miras#r
Hero's Sword dari  Flamas#r
Wisdom Stone Eye dari  Horus#r
Tiga kunci ini melepaskan kekuatan suci Mira, dan bayangan jahat mengungkapkan dirinya yang sebenarnya
"
80103,Stele of Courage
80104,"Pahlawan tak kenal takut melawan kejahatan dan melindungi rumah mereka#r
Pedang kemenangan menjadi suci dan jatuh di tanah api#r
Behemoth datang dan menjaga harta karun dunia"
80105,Stele of Wisdom
80106,"Pahlawan menyegel Trio Void, dan bayang-bayang kejahatan kabur ke mana-mana#r
Orang bijak menempatkan The Eye of Magic dan memantau hutan belantara tak berpenghuni mencari bayangan hitam yang tersembunyi#r
Tempatkan Berlian, Malachite, Horas Copper, dan Horas Graviti di sekitar Patung Batu Horas untuk memanggil The Eye of Magic"
80107,Mencari Kota Api Kuno
80200,@Null@
80201,"Koordinat: (#ca16b00@1, @2)"
80202,Ketinggian: #ca16b00@1
80203,Hari #ca16b00@1#n
80204,Menempatkan penanda #ca16b00@1/@2
80205,Terlihat oleh pemain lain
80206,Pemain lain dapat melihat lokasi Anda di peta
80207,Pemain lain tidak dapat melihat lokasi Anda di peta
80208,penanda
80209,Tambahkan penanda
80210,Nama
80211,Gua
80212,bahan
80213,Material
80214,Tanaman
80215,Bijih
80216,Tempat tidur
80217,Rumah
80218,Pola
80219,Melacak
80220,Menghapus
80221,Batalkan pelacakan
80222,oke
80223,titik respawn
80224,Poin terakhir yang dikalahkan
80225,Stasiun bintang yang diaktifkan
80226,Penanda Horas
80227,Bos
80228,Pintu gerbang
80229,Pedang Api Patah
80230,Lokasi pemain
80231,Bagaimana cara menambahkan penanda?
80232,Klik area kosong mana pun untuk memunculkan halaman penanda. Anda dapat mengatur pola dan nama penanda.
80233,Anda telah mencapai batas penanda. Hapus penanda lain untuk menambahkan penanda lainnya.
80234,Titik yang ditandai @1/@2
85000,@Null@
85001,@Null@
85002,Tawarkan bintang*1
85003,Meninggalkan
85004,Poin respawn berhasil disimpan
85005,Jumlah bintang tidak mencukupi
85006,Patung misterius
85007,"Lokasi rumah telah disimpan, tidak perlu diaktifkan kembali"
85010,Konsol Stasiun Bintang
85011,"Bip ... bip ..., halo petualang, ini adalah konsol Star Station.
kamu dapat memilih layanan yang diinginkan di menu di sebelah kanan. "
85012,Periksa kondisi peralatan
85013,Rekam lokasi rumah
85014,Lihat panduan perjalanan Bintang
85015,"Konsol keadaan saat ini——————————@1
Jumlah teleporter yang terhubung saat ini adalah ——————@2
Fungsi penandaan lokasi peta—————————@3"
85016,Diaktifkan
85017,Tidak aktif
85018,Nyalakan
85019,Matikan
85020,@1Fungsi penandaan lokasi peta
85021,Kembali ke menu utama
85022,"Bip...! Fungsi penanda peta sudah @1!
Status penandaan stasiun bintang telah diperbarui di minimap kamu.
Catatan: Hingga sepuluh stasiun bintang dapat ditandai di minimap. "
85023,Bip ... bo ...! Itu hanya mengkonsumsi satu bintang untuk merekam koordinat lokasi rumah di situs ini.
85024,[Konsumsi bintang*1] Catat lokasi rumah kamu
85025,"Bo...! Terima kasih bintangnya, lokasi rumahmu telah berhasil direkam di stasiun ini!
Ketika kamu dalam kesulitan di masa depan, kamu dapat memulai petualangan lagi dari stasiun ini. "
85026,Siarkan informasi lokasi stasiun bintang
85027,"Saya di Star Station@1, koordinat (@2) tinggi@3"
85030,Patung Respawn
85031,"""Tawarkan aku bintang-bintang, dan kekuatan kreativitas akan memandu jalanmu pulang."" ---Saat aku menyentuh patung itu, sebuah suara bergema di pikiranku."
85032,"""Apakah kamu memiliki bintang tambahan? aku akan menukar kekuatan saya denganmu.""
  ---Saat aku menyentuh patung itu, suara Naga Hitam Kuno terngiang di pikiranku."
85033,"""Cepat, beri aku bintang! Aku bisa membantumu saat kamu gagal. ""
  ---Saat aku menyentuh patung itu, aku seperti mendengar suara Chaos Black Dragon."
85034,"""Bintang...Aku butuh bintang...""
  ---Ketika saya menyentuh patung itu, saya sepertinya mendengar keinginan Magma Black Dragon."
85035,""" Tawarkan aku bintang, dan semoga kekuatan penciptaan membimbingmu selamanya. ""
  --- Ketika saya menyentuh patung itu, saya merasakan kekuatan Raksasa."
85036,Tawarkan bintang
85037,Biarkan aku berpikir lagi
85038,"Setelah mempersembahkan bintang-bintang, kamu merasakan hubungan dengan patung itu, dan suara di pikiranmu perlahan lahan menghilang...
Di masa depan, petualanganmu akan dimulai kembali dari lokasi patung ini."
85039,Pergi
85500,@Null@
85600,@Null@
85601,Kalahkan Void Phantom - Haste
85602,Altar Volcano 
85603,"Void Phantom dipaksa muncul oleh kekuatan suci, cepat kalahkan!"
85604,Kejar Void Phantom yang melarikan diri
85605,Dataran Vulkanik
85606,"Void Phantom terluka dan melarikan diri, dia ingin bersembunyi lagi demi mendapatkan kembali kekuatan, cepat manfaatkan ini dan kejar!"
85607,Siapa yang berani mengganggu rencanaku!
85608,Untuk saat ini... Mundur...
85609,Menyerahlah! penantang! Saya tidak akan pergi!
85610,Patuhi Aku! Tuan Api yang agung!
85611,Patuhi Aku! Colossus Kuno yang agung!
85612,Apakah itu gagal setelah semua ... Kekuatan Voidku ...
85613,Kalahkan Void Phantom - Power
85614,Dataran Vulkanik
85615,"Void Phantom menyerap lebih banyak kekuatan vulkanik dan mencoba menyelam ke tanah lagi, menyerap energi planet dan kemudian kembali. Hentikan dia!"
85616,"Beri aku energimu, penantang"
85617,Beri aku kekuatan hidup! pengikutku
86000,@Null@
86001,Tempat pakan penuh!
86002,Hanya isi dengan pakan yang sesuai
86003,Palung pakan hanya dapat diisi dengan pakan rumput atau pakan daging
86004,"Miras benar-benar planet yang kaya, kamu bisa datang ke planetku jika kalau punya kesempatan"
86005,Dataran Pulau Terapung
86006,"Kekuatan cahaya terlalu kuat, dan tubuh manusia tidak dapat menahan terlalu banyak kekuatan cahaya dalam waktu singkat."
86007,Festival Mall
